sample,tavg,prec,bin_arch,sum,bin_arch_name
QL239,22.834997177124,1088.10656738281,_8.2,365.313739145,NA
QL239,22.834997177124,1088.10656738281,_21,2408.349803154,NA
QL239,22.834997177124,1088.10656738281,_8.1,353.358259885,NA
QL239,22.834997177124,1088.10656738281,_1.3.2,3208.52330919,NA
QL239,22.834997177124,1088.10656738281,_21+26.9,2496.645412761,redox
QL239,22.834997177124,1088.10656738281,_1.3.1,9180.868403732,NA
QL239,22.834997177124,1088.10656738281,_26.9,88.295609607,NA
QL239,22.834997177124,1088.10656738281,_29.6,744.878431769,protein_folding
QL239,22.834997177124,1088.10656738281,_1.1,518.538481971,Light_reactions
QL239,22.834997177124,1088.10656738281,_11,352.241396112,lipid_metabolism
QL239,22.834997177124,1088.10656738281,_8.1+8.2,718.67199903,TCA/_org_transformation
QL239,22.834997177124,1088.10656738281,_20.2,800.390916179,abiotic_stress
QL239,22.834997177124,1088.10656738281,_16,1012.090389954,secondary_metabolism
QL240,22.834997177124,1088.10656738281,_1.1.4,3444.574760195,ATP_synthase_chloroplastic
QL240,22.834997177124,1088.10656738281,_17,306.758522321,hormone_metabolism
QL240,22.834997177124,1088.10656738281,_20.2.1,1023.66254862,HSPs
QL240,22.834997177124,1088.10656738281,_8.1,313.982451964,NA
QL240,22.834997177124,1088.10656738281,_11,302.265458542,lipid_metabolism
QL240,22.834997177124,1088.10656738281,_21+26.9,1765.391418175,redox
QL240,22.834997177124,1088.10656738281,_27,739.236396131,RNA
QL240,22.834997177124,1088.10656738281,_20.2,498.204437314,abiotic_stress
QL240,22.834997177124,1088.10656738281,_1.2,837.754857892,Photorespiration
QL240,22.834997177124,1088.10656738281,_4,853.490226658,glycolysis
QL240,22.834997177124,1088.10656738281,_30,407.335324814,signalling
QL240,22.834997177124,1088.10656738281,_1.1.1+1.1.2,9477.84250829,Photosystems
QL240,22.834997177124,1088.10656738281,_29,3740.728463031,protein
QL240,22.834997177124,1088.10656738281,_1.3.1,4230.608455913,NA
QL240,22.834997177124,1088.10656738281,_1.1.3,429.600034848,Cytochrome_b6f
QL240,22.834997177124,1088.10656738281,_1.1.1,7499.748080636,PSII
QL240,22.834997177124,1088.10656738281,_21,1674.330154953,NA
QL240,22.834997177124,1088.10656738281,_22,2.075406379,polyamine_metabolism
QL240,22.834997177124,1088.10656738281,NA,3499.819242951,NA
QL240,22.834997177124,1088.10656738281,_28,310.860691068,DNA
QL240,22.834997177124,1088.10656738281,_3,4762.543221939,NA
QL240,22.834997177124,1088.10656738281,_8.1+8.2,619.660011376,TCA/_org_transformation
QL240,22.834997177124,1088.10656738281,_29.6,407.985786465,protein_folding
QL240,22.834997177124,1088.10656738281,_9,559.172093554,mitochondrial_electron_transport/ATP_synthesis
QL240,22.834997177124,1088.10656738281,_1.3.2,1752.52753362,NA
QL240,22.834997177124,1088.10656738281,_1.3.1+1.3.2,5983.135989533,Rubisco
QL240,22.834997177124,1088.10656738281,_8.2,305.677559412,NA
QL240,22.834997177124,1088.10656738281,_1.1,400.507121801,Light_reactions
QL240,22.834997177124,1088.10656738281,_26.9,91.061263222,NA
QL240,22.834997177124,1088.10656738281,_1.3,5437.871791986,Calvin_cycle
QL240,22.834997177124,1088.10656738281,_1.1.2,1978.094427654,PSI
QL240,22.834997177124,1088.10656738281,_2,2379.916507284,NA
QL240,22.834997177124,1088.10656738281,_16,771.881824163,secondary_metabolism
QL241,22.834997177124,1088.10656738281,_27,345.496376243,RNA
QL241,22.834997177124,1088.10656738281,NA,1783.502366271,NA
QL241,22.834997177124,1088.10656738281,_1.3.2,1238.731091416,NA
QL241,22.834997177124,1088.10656738281,_2,1341.965089114,NA
QL241,22.834997177124,1088.10656738281,_1.1.1+1.1.2,3111.580554081,Photosystems
QL241,22.834997177124,1088.10656738281,_28,200.092878134,DNA
QL241,22.834997177124,1088.10656738281,_30,261.419761419,signalling
QL241,22.834997177124,1088.10656738281,_21+26.9,981.468526861,redox
QL241,22.834997177124,1088.10656738281,_1.1.2,669.413829725,PSI
QL241,22.834997177124,1088.10656738281,_1.1.3,301.344682324,Cytochrome_b6f
QL241,22.834997177124,1088.10656738281,_9,294.877791815,mitochondrial_electron_transport/ATP_synthesis
QL241,22.834997177124,1088.10656738281,_20.2,293.385647299,abiotic_stress
QL241,22.834997177124,1088.10656738281,_16,425.127962025,secondary_metabolism
QL241,22.834997177124,1088.10656738281,_21,934.919152528,NA
QL241,22.834997177124,1088.10656738281,_8.1,186.756893347,NA
QL241,22.834997177124,1088.10656738281,_1.3.1,1835.046657871,NA
QL241,22.834997177124,1088.10656738281,_29,2170.190632491,protein
QL241,22.834997177124,1088.10656738281,_1.3.1+1.3.2,3073.777749287,Rubisco
QL241,22.834997177124,1088.10656738281,_1.2,501.271581251,Photorespiration
QL241,22.834997177124,1088.10656738281,_4,496.484013218,glycolysis
QL241,22.834997177124,1088.10656738281,_22,0.668164659,polyamine_metabolism
QL241,22.834997177124,1088.10656738281,_17,115.162176247,hormone_metabolism
QL241,22.834997177124,1088.10656738281,_1.3,2546.131855835,Calvin_cycle
QL241,22.834997177124,1088.10656738281,_1.1.1,2442.166724356,PSII
QL241,22.834997177124,1088.10656738281,_26.9,46.549374333,NA
QL241,22.834997177124,1088.10656738281,_29.6,249.190701007,protein_folding
QL241,22.834997177124,1088.10656738281,_1.1.4,1776.90225279,ATP_synthase_chloroplastic
QL241,22.834997177124,1088.10656738281,_20.2.1,633.828397598,HSPs
QL241,22.834997177124,1088.10656738281,_3,2322.00347505,NA
QL241,22.834997177124,1088.10656738281,_8.1+8.2,340.093917924,TCA/_org_transformation
QL241,22.834997177124,1088.10656738281,_11,216.916194601,lipid_metabolism
QL241,22.834997177124,1088.10656738281,_8.2,153.337024577,NA
QL241,22.834997177124,1088.10656738281,_1.1,185.294244602,Light_reactions
QL242,22.834997177124,1088.10656738281,_30,456.83141899,signalling
QL242,22.834997177124,1088.10656738281,_1.3.1,9624.551314385,NA
QL242,22.834997177124,1088.10656738281,_8.1+8.2,757.307545344,TCA/_org_transformation
QL242,22.834997177124,1088.10656738281,_22,2.128872785,polyamine_metabolism
QL242,22.834997177124,1088.10656738281,_17,415.721188795,hormone_metabolism
QL242,22.834997177124,1088.10656738281,_27,973.530816149,RNA
QL242,22.834997177124,1088.10656738281,_1.1.1,12241.155958192,PSII
QL242,22.834997177124,1088.10656738281,_1.1.3,1392.624421927,Cytochrome_b6f
QL242,22.834997177124,1088.10656738281,_3,5686.046373824,NA
QL242,22.834997177124,1088.10656738281,_29,4777.386337954,protein
QL242,22.834997177124,1088.10656738281,_1.1,705.942005225,Light_reactions
QL242,22.834997177124,1088.10656738281,_28,558.476364338,DNA
QL242,22.834997177124,1088.10656738281,_4,1539.49244051,glycolysis
QL242,22.834997177124,1088.10656738281,_26.9,106.751417913,NA
QL242,22.834997177124,1088.10656738281,_20.2,723.77816018,abiotic_stress
QL242,22.834997177124,1088.10656738281,_16,1063.156416515,secondary_metabolism
QL242,22.834997177124,1088.10656738281,_1.3.1+1.3.2,13687.240417955,Rubisco
QL242,22.834997177124,1088.10656738281,_1.1.1+1.1.2,15446.85062946,Photosystems
QL242,22.834997177124,1088.10656738281,_9,743.574574403,mitochondrial_electron_transport/ATP_synthesis
QL242,22.834997177124,1088.10656738281,_1.1.2,3205.694671268,PSI
QL242,22.834997177124,1088.10656738281,_2,3316.621752759,NA
QL242,22.834997177124,1088.10656738281,_1.1.4,9094.363495713,ATP_synthase_chloroplastic
QL242,22.834997177124,1088.10656738281,_1.3.2,4062.68910357,NA
QL242,22.834997177124,1088.10656738281,_8.1,341.485641807,NA
QL242,22.834997177124,1088.10656738281,_1.3,10825.574589614,Calvin_cycle
QL242,22.834997177124,1088.10656738281,_11,438.696258078,lipid_metabolism
QL242,22.834997177124,1088.10656738281,_20.2.1,1297.889861423,HSPs
QL242,22.834997177124,1088.10656738281,_1.2,1711.534344715,Photorespiration
QL242,22.834997177124,1088.10656738281,_21,2412.951835973,NA
QL242,22.834997177124,1088.10656738281,_29.6,567.563549338,protein_folding
QL242,22.834997177124,1088.10656738281,_21+26.9,2519.703253886,redox
QL242,22.834997177124,1088.10656738281,NA,6545.401195799,NA
QL242,22.834997177124,1088.10656738281,_8.2,415.821903537,NA
QL243,22.834997177124,1088.10656738281,_29,2637.248214089,protein
QL243,22.834997177124,1088.10656738281,_26.9,59.317400171,NA
QL243,22.834997177124,1088.10656738281,_1.1.1,6934.383178483,PSII
QL243,22.834997177124,1088.10656738281,_1.3.1,2875.274366771,NA
QL243,22.834997177124,1088.10656738281,_8.1+8.2,408.266121851,TCA/_org_transformation
QL243,22.834997177124,1088.10656738281,_8.1,221.711473601,NA
QL243,22.834997177124,1088.10656738281,_22,1.549290205,polyamine_metabolism
QL243,22.834997177124,1088.10656738281,_21,1196.823701748,NA
QL243,22.834997177124,1088.10656738281,_16,582.68931896,secondary_metabolism
QL243,22.834997177124,1088.10656738281,_1.2,547.586729866,Photorespiration
QL243,22.834997177124,1088.10656738281,_11,221.528174069,lipid_metabolism
QL243,22.834997177124,1088.10656738281,_1.1.2,1799.132868456,PSI
QL243,22.834997177124,1088.10656738281,_1.3,3243.328675671,Calvin_cycle
QL243,22.834997177124,1088.10656738281,_8.2,186.55464825,NA
QL243,22.834997177124,1088.10656738281,_1.3.2,1053.59376019,NA
QL243,22.834997177124,1088.10656738281,_21+26.9,1256.141101919,redox
QL243,22.834997177124,1088.10656738281,_1.1.1+1.1.2,8733.516046939,Photosystems
QL243,22.834997177124,1088.10656738281,_1.1.4,2491.550697017,ATP_synthase_chloroplastic
QL243,22.834997177124,1088.10656738281,_3,3341.789188042,NA
QL243,22.834997177124,1088.10656738281,_9,383.521070639,mitochondrial_electron_transport/ATP_synthesis
QL243,22.834997177124,1088.10656738281,_17,215.655686782,hormone_metabolism
QL243,22.834997177124,1088.10656738281,_29.6,281.986742881,protein_folding
QL243,22.834997177124,1088.10656738281,_1.1,185.074701845,Light_reactions
QL243,22.834997177124,1088.10656738281,NA,2259.559939677,NA
QL243,22.834997177124,1088.10656738281,_4,576.676056181,glycolysis
QL243,22.834997177124,1088.10656738281,_30,307.73469113,signalling
QL243,22.834997177124,1088.10656738281,_1.3.1+1.3.2,3928.868126961,Rubisco
QL243,22.834997177124,1088.10656738281,_28,283.930586093,DNA
QL243,22.834997177124,1088.10656738281,_20.2.1,806.864831638,HSPs
QL243,22.834997177124,1088.10656738281,_20.2,499.106969407,abiotic_stress
QL243,22.834997177124,1088.10656738281,_1.1.3,425.969494002,Cytochrome_b6f
QL243,22.834997177124,1088.10656738281,_27,667.382909667,RNA
QL243,22.834997177124,1088.10656738281,_2,1576.364724593,NA
QL304,21.2149333953857,873.490844726562,_1.3.1+1.3.2,1921.677961372,Rubisco
QL304,21.2149333953857,873.490844726562,_28,152.665046851,DNA
QL304,21.2149333953857,873.490844726562,_22,0.86128284,polyamine_metabolism
QL304,21.2149333953857,873.490844726562,_8.1,252.614549941,NA
QL304,21.2149333953857,873.490844726562,_1.1.1+1.1.2,3173.545722489,Photosystems
QL304,21.2149333953857,873.490844726562,_16,284.678131027,secondary_metabolism
QL304,21.2149333953857,873.490844726562,_20.2.1,673.147325617,HSPs
QL304,21.2149333953857,873.490844726562,_1.2,581.403509824,Photorespiration
QL304,21.2149333953857,873.490844726562,_8.1+8.2,401.848224387,TCA/_org_transformation
QL304,21.2149333953857,873.490844726562,_1.3.2,418.95662117,NA
QL304,21.2149333953857,873.490844726562,_21,1098.670257523,NA
QL304,21.2149333953857,873.490844726562,_1.1.4,1688.608985356,ATP_synthase_chloroplastic
QL304,21.2149333953857,873.490844726562,_20.2,148.593161045,abiotic_stress
QL304,21.2149333953857,873.490844726562,_29,1986.303978698,protein
QL304,21.2149333953857,873.490844726562,_30,167.174652698,signalling
QL304,21.2149333953857,873.490844726562,NA,1871.254043463,NA
QL304,21.2149333953857,873.490844726562,_9,382.073999344,mitochondrial_electron_transport/ATP_synthesis
QL304,21.2149333953857,873.490844726562,_21+26.9,1151.409588724,redox
QL304,21.2149333953857,873.490844726562,_1.1.1,2422.027625599,PSII
QL304,21.2149333953857,873.490844726562,_29.6,337.963113428,protein_folding
QL304,21.2149333953857,873.490844726562,_26.9,52.739331201,NA
QL304,21.2149333953857,873.490844726562,_11,98.188822059,lipid_metabolism
QL304,21.2149333953857,873.490844726562,_1.1.3,380.650457676,Cytochrome_b6f
QL304,21.2149333953857,873.490844726562,_4,405.360015727,glycolysis
QL304,21.2149333953857,873.490844726562,_1.1,236.86410677,Light_reactions
QL304,21.2149333953857,873.490844726562,_1.3.1,1502.721340202,NA
QL304,21.2149333953857,873.490844726562,_27,227.533914014,RNA
QL304,21.2149333953857,873.490844726562,_1.1.2,751.51809689,PSI
QL304,21.2149333953857,873.490844726562,_2,1251.158126944,NA
QL304,21.2149333953857,873.490844726562,_8.2,149.233674446,NA
QL304,21.2149333953857,873.490844726562,_1.3,2759.54423658,Calvin_cycle
QL304,21.2149333953857,873.490844726562,_17,130.747762984,hormone_metabolism
QL304,21.2149333953857,873.490844726562,_3,NA,NA
QL305,21.2149333953857,873.490844726562,_20.2,260.145970051,abiotic_stress
QL305,21.2149333953857,873.490844726562,_1.3.2,2009.223434,NA
QL305,21.2149333953857,873.490844726562,NA,3110.417816485,NA
QL305,21.2149333953857,873.490844726562,_1.1.1+1.1.2,6805.340387116,Photosystems
QL305,21.2149333953857,873.490844726562,_16,450.193878376,secondary_metabolism
QL305,21.2149333953857,873.490844726562,_1.1.4,3018.71973587,ATP_synthase_chloroplastic
QL305,21.2149333953857,873.490844726562,_8.1,397.193644687,NA
QL305,21.2149333953857,873.490844726562,_21,1992.308621194,NA
QL305,21.2149333953857,873.490844726562,_27,325.203813546,RNA
QL305,21.2149333953857,873.490844726562,_2,NA,NA
QL305,21.2149333953857,873.490844726562,_1.2,984.324114333,Photorespiration
QL305,21.2149333953857,873.490844726562,_4,618.70281632,glycolysis
QL305,21.2149333953857,873.490844726562,_8.1+8.2,631.437682101,TCA/_org_transformation
QL305,21.2149333953857,873.490844726562,_17,164.942276153,hormone_metabolism
QL305,21.2149333953857,873.490844726562,_1.3.1+1.3.2,5816.205423854,Rubisco
QL305,21.2149333953857,873.490844726562,_1.3,5187.668685451,Calvin_cycle
QL305,21.2149333953857,873.490844726562,_26.9,85.261604295,NA
QL305,21.2149333953857,873.490844726562,_22,1.123890563,polyamine_metabolism
QL305,21.2149333953857,873.490844726562,_1.1.1,5173.632413187,PSII
QL305,21.2149333953857,873.490844726562,_30,287.645944942,signalling
QL305,21.2149333953857,873.490844726562,_1.1.2,1631.707973929,PSI
QL305,21.2149333953857,873.490844726562,_29,2999.329216376,protein
QL305,21.2149333953857,873.490844726562,_21+26.9,2077.570225489,redox
QL305,21.2149333953857,873.490844726562,_20.2.1,1084.072937579,HSPs
QL305,21.2149333953857,873.490844726562,_28,271.808531836,DNA
QL305,21.2149333953857,873.490844726562,_1.1,387.653692663,Light_reactions
QL305,21.2149333953857,873.490844726562,_1.3.1,3806.981989854,NA
QL305,21.2149333953857,873.490844726562,_11,NA,lipid_metabolism
QL305,21.2149333953857,873.490844726562,_1.1.3,729.490238842,Cytochrome_b6f
QL305,21.2149333953857,873.490844726562,_9,639.875506696,mitochondrial_electron_transport/ATP_synthesis
QL305,21.2149333953857,873.490844726562,_3,3467.369282794,NA
QL305,21.2149333953857,873.490844726562,_8.2,234.244037414,NA
QL305,21.2149333953857,873.490844726562,_29.6,495.047880482,protein_folding
QL306,21.2149333953857,873.490844726562,_17,82.306272874,hormone_metabolism
QL306,21.2149333953857,873.490844726562,_1.3.1+1.3.2,2814.548892101,Rubisco
QL306,21.2149333953857,873.490844726562,_28,130.007807729,DNA
QL306,21.2149333953857,873.490844726562,_29,1933.580192124,protein
QL306,21.2149333953857,873.490844726562,_20.2.1,754.454013354,HSPs
QL306,21.2149333953857,873.490844726562,_16,290.237330731,secondary_metabolism
QL306,21.2149333953857,873.490844726562,_1.3.1,2340.612759441,NA
QL306,21.2149333953857,873.490844726562,_8.2,144.988485645,NA
QL306,21.2149333953857,873.490844726562,_1.1.1,2915.131186471,PSII
QL306,21.2149333953857,873.490844726562,_1.2,733.056352146,Photorespiration
QL306,21.2149333953857,873.490844726562,_1.1,276.195223091,Light_reactions
QL306,21.2149333953857,873.490844726562,_21,1203.569001087,NA
QL306,21.2149333953857,873.490844726562,_2,1418.068026147,NA
QL306,21.2149333953857,873.490844726562,_4,398.672823122,glycolysis
QL306,21.2149333953857,873.490844726562,_20.2,115.435274461,abiotic_stress
QL306,21.2149333953857,873.490844726562,NA,2125.617963044,NA
QL306,21.2149333953857,873.490844726562,_11,120.340487151,lipid_metabolism
QL306,21.2149333953857,873.490844726562,_30,154.386273569,signalling
QL306,21.2149333953857,873.490844726562,_21+26.9,1262.119088895,redox
QL306,21.2149333953857,873.490844726562,_1.3.2,473.93613266,NA
QL306,21.2149333953857,873.490844726562,_1.1.1+1.1.2,3796.855316206,Photosystems
QL306,21.2149333953857,873.490844726562,_9,411.143181738,mitochondrial_electron_transport/ATP_synthesis
QL306,21.2149333953857,873.490844726562,_27,200.620827396,RNA
QL306,21.2149333953857,873.490844726562,_29.6,366.73786718,protein_folding
QL306,21.2149333953857,873.490844726562,_1.3,3032.127935919,Calvin_cycle
QL306,21.2149333953857,873.490844726562,_1.1.4,1978.527441883,ATP_synthase_chloroplastic
QL306,21.2149333953857,873.490844726562,_8.1,228.625533229,NA
QL306,21.2149333953857,873.490844726562,_1.1.2,881.724129735,PSI
QL306,21.2149333953857,873.490844726562,_3,2121.454573264,NA
QL306,21.2149333953857,873.490844726562,_8.1+8.2,373.614018874,TCA/_org_transformation
QL306,21.2149333953857,873.490844726562,_1.1.3,450.669476344,Cytochrome_b6f
QL306,21.2149333953857,873.490844726562,_22,0.936382632,polyamine_metabolism
QL306,21.2149333953857,873.490844726562,_26.9,58.550087808,NA
QL307,21.2149333953857,873.490844726562,_30,385.663164608,signalling
QL307,21.2149333953857,873.490844726562,_2,3203.169621164,NA
QL307,21.2149333953857,873.490844726562,_28,354.077587267,DNA
QL307,21.2149333953857,873.490844726562,_1.3.1+1.3.2,6326.375926784,Rubisco
QL307,21.2149333953857,873.490844726562,_11,NA,lipid_metabolism
QL307,21.2149333953857,873.490844726562,_29,4262.117124268,protein
QL307,21.2149333953857,873.490844726562,_20.2.1,1429.281923764,HSPs
QL307,21.2149333953857,873.490844726562,_16,756.788787955,secondary_metabolism
QL307,21.2149333953857,873.490844726562,_20.2,660.249866432,abiotic_stress
QL307,21.2149333953857,873.490844726562,_1.1.4,5408.073404901,ATP_synthase_chloroplastic
QL307,21.2149333953857,873.490844726562,_1.3.2,2406.1690912,NA
QL307,21.2149333953857,873.490844726562,_9,870.818203592,mitochondrial_electron_transport/ATP_synthesis
QL307,21.2149333953857,873.490844726562,_1.1.3,920.502324665,Cytochrome_b6f
QL307,21.2149333953857,873.490844726562,_21,2419.422202983,NA
QL307,21.2149333953857,873.490844726562,_8.1+8.2,795.402027677,TCA/_org_transformation
QL307,21.2149333953857,873.490844726562,_1.1,517.268103482,Light_reactions
QL307,21.2149333953857,873.490844726562,_1.1.1+1.1.2,8560.363172056,Photosystems
QL307,21.2149333953857,873.490844726562,_8.1,489.980825,NA
QL307,21.2149333953857,873.490844726562,NA,4044.950813132,NA
QL307,21.2149333953857,873.490844726562,_22,1.027058714,polyamine_metabolism
QL307,21.2149333953857,873.490844726562,_1.2,1156.236653692,Photorespiration
QL307,21.2149333953857,873.490844726562,_1.1.2,1883.113651175,PSI
QL307,21.2149333953857,873.490844726562,_27,425.740946031,RNA
QL307,21.2149333953857,873.490844726562,_21+26.9,2535.787546967,redox
QL307,21.2149333953857,873.490844726562,_29.6,746.874256957,protein_folding
QL307,21.2149333953857,873.490844726562,_26.9,116.365343984,NA
QL307,21.2149333953857,873.490844726562,_1.1.1,6677.249520881,PSII
QL307,21.2149333953857,873.490844726562,_8.2,305.421202677,NA
QL307,21.2149333953857,873.490844726562,_1.3.1,3920.206835584,NA
QL307,21.2149333953857,873.490844726562,_4,890.804348865,glycolysis
QL307,21.2149333953857,873.490844726562,_17,382.335782329,hormone_metabolism
QL307,21.2149333953857,873.490844726562,_3,4534.327922758,NA
QL307,21.2149333953857,873.490844726562,_1.3,5741.012981875,Calvin_cycle
QL308,21.2149333953857,873.490844726562,_3,3333.568820039,NA
QL308,21.2149333953857,873.490844726562,_1.3,5437.260127182,Calvin_cycle
QL308,21.2149333953857,873.490844726562,NA,3274.789867238,NA
QL308,21.2149333953857,873.490844726562,_26.9,65.497055153,NA
QL308,21.2149333953857,873.490844726562,_21+26.9,1664.68758654,redox
QL308,21.2149333953857,873.490844726562,_1.1.1,7249.874485403,PSII
QL308,21.2149333953857,873.490844726562,_16,440.521068607,secondary_metabolism
QL308,21.2149333953857,873.490844726562,_1.1.2,2182.359759859,PSI
QL308,21.2149333953857,873.490844726562,_1.3.1,3911.992312358,NA
QL308,21.2149333953857,873.490844726562,_27,273.012865704,RNA
QL308,21.2149333953857,873.490844726562,_2,2128.900425292,NA
QL308,21.2149333953857,873.490844726562,_17,153.538330127,hormone_metabolism
QL308,21.2149333953857,873.490844726562,_29,2570.177497051,protein
QL308,21.2149333953857,873.490844726562,_4,576.568977988,glycolysis
QL308,21.2149333953857,873.490844726562,_22,0.675740387,polyamine_metabolism
QL308,21.2149333953857,873.490844726562,_1.2,836.125653348,Photorespiration
QL308,21.2149333953857,873.490844726562,_1.1.3,1024.376749483,Cytochrome_b6f
QL308,21.2149333953857,873.490844726562,_20.2.1,886.765940646,HSPs
QL308,21.2149333953857,873.490844726562,_30,248.070576209,signalling
QL308,21.2149333953857,873.490844726562,_8.2,193.989996847,NA
QL308,21.2149333953857,873.490844726562,_8.1+8.2,519.641634456,TCA/_org_transformation
QL308,21.2149333953857,873.490844726562,_21,1599.190531387,NA
QL308,21.2149333953857,873.490844726562,_11,132.221184596,lipid_metabolism
QL308,21.2149333953857,873.490844726562,_29.6,476.302348561,protein_folding
QL308,21.2149333953857,873.490844726562,_1.3.2,2383.29828903,NA
QL308,21.2149333953857,873.490844726562,_1.1.4,5997.2573741,ATP_synthase_chloroplastic
QL308,21.2149333953857,873.490844726562,_28,188.192186724,DNA
QL308,21.2149333953857,873.490844726562,_8.1,325.651637609,NA
QL308,21.2149333953857,873.490844726562,_1.1,459.018871518,Light_reactions
QL308,21.2149333953857,873.490844726562,_9,643.428287952,mitochondrial_electron_transport/ATP_synthesis
QL308,21.2149333953857,873.490844726562,_1.1.1+1.1.2,9432.234245262,Photosystems
QL308,21.2149333953857,873.490844726562,_20.2,672.730479498,abiotic_stress
QL308,21.2149333953857,873.490844726562,_1.3.1+1.3.2,6295.290601388,Rubisco
QL309,21.2149333953857,873.490844726562,_27,255.871236544,RNA
QL309,21.2149333953857,873.490844726562,_1.1,276.836099658,Light_reactions
QL309,21.2149333953857,873.490844726562,_1.2,638.378996091,Photorespiration
QL309,21.2149333953857,873.490844726562,_2,1650.857571121,NA
QL309,21.2149333953857,873.490844726562,_28,279.994157772,DNA
QL309,21.2149333953857,873.490844726562,_1.1.4,4077.159143946,ATP_synthase_chloroplastic
QL309,21.2149333953857,873.490844726562,_1.3.1,2973.679956426,NA
QL309,21.2149333953857,873.490844726562,_20.2,602.456396695,abiotic_stress
QL309,21.2149333953857,873.490844726562,_3,2824.721377842,NA
QL309,21.2149333953857,873.490844726562,_9,529.021941688,mitochondrial_electron_transport/ATP_synthesis
QL309,21.2149333953857,873.490844726562,NA,2316.450790551,NA
QL309,21.2149333953857,873.490844726562,_1.3.2,1671.20860328,NA
QL309,21.2149333953857,873.490844726562,_1.3.1+1.3.2,4644.888559706,Rubisco
QL309,21.2149333953857,873.490844726562,_8.1+8.2,487.824402854,TCA/_org_transformation
QL309,21.2149333953857,873.490844726562,_11,134.604813532,lipid_metabolism
QL309,21.2149333953857,873.490844726562,_22,0.832168274,polyamine_metabolism
QL309,21.2149333953857,873.490844726562,_29.6,317.623576342,protein_folding
QL309,21.2149333953857,873.490844726562,_17,127.472719616,hormone_metabolism
QL309,21.2149333953857,873.490844726562,_1.1.3,564.690587961,Cytochrome_b6f
QL309,21.2149333953857,873.490844726562,_8.1,326.350031237,NA
QL309,21.2149333953857,873.490844726562,_30,246.270244163,signalling
QL309,21.2149333953857,873.490844726562,_16,333.164483243,secondary_metabolism
QL309,21.2149333953857,873.490844726562,_1.1.1,5521.333743142,PSII
QL309,21.2149333953857,873.490844726562,_21,1235.844107633,NA
QL309,21.2149333953857,873.490844726562,_1.1.1+1.1.2,7067.657327756,Photosystems
QL309,21.2149333953857,873.490844726562,_8.2,161.474371617,NA
QL309,21.2149333953857,873.490844726562,_26.9,62.767238951,NA
QL309,21.2149333953857,873.490844726562,_20.2.1,891.528569087,HSPs
QL309,21.2149333953857,873.490844726562,_1.1.2,1546.323584614,PSI
QL309,21.2149333953857,873.490844726562,_1.3,3874.098981943,Calvin_cycle
QL309,21.2149333953857,873.490844726562,_21+26.9,1298.611346584,redox
QL309,21.2149333953857,873.490844726562,_29,2482.089952795,protein
QL309,21.2149333953857,873.490844726562,_4,490.763420972,glycolysis
QL311,21.2149333953857,873.490844726562,_20.2,250.292560832,abiotic_stress
QL311,21.2149333953857,873.490844726562,_3,3364.843743959,NA
QL311,21.2149333953857,873.490844726562,_27,297.775266698,RNA
QL311,21.2149333953857,873.490844726562,NA,3218.178492421,NA
QL311,21.2149333953857,873.490844726562,_8.2,204.131728323,NA
QL311,21.2149333953857,873.490844726562,_8.1,326.38860285,NA
QL311,21.2149333953857,873.490844726562,_1.1.4,5289.522789818,ATP_synthase_chloroplastic
QL311,21.2149333953857,873.490844726562,_1.2,961.240900998,Photorespiration
QL311,21.2149333953857,873.490844726562,_26.9,65.19937932,NA
QL311,21.2149333953857,873.490844726562,_28,277.64293719,DNA
QL311,21.2149333953857,873.490844726562,_1.1.2,2234.173333257,PSI
QL311,21.2149333953857,873.490844726562,_1.1.3,742.576859977,Cytochrome_b6f
QL311,21.2149333953857,873.490844726562,_1.1.1+1.1.2,9315.337178491,Photosystems
QL311,21.2149333953857,873.490844726562,_1.1,345.247428646,Light_reactions
QL311,21.2149333953857,873.490844726562,_16,448.24017836,secondary_metabolism
QL311,21.2149333953857,873.490844726562,_1.1.1,7081.163845234,PSII
QL311,21.2149333953857,873.490844726562,_30,NA,signalling
QL311,21.2149333953857,873.490844726562,_2,NA,NA
QL311,21.2149333953857,873.490844726562,_1.3,5674.514332765,Calvin_cycle
QL311,21.2149333953857,873.490844726562,_1.3.1,3799.200566442,NA
QL311,21.2149333953857,873.490844726562,_21,1618.871073756,NA
QL311,21.2149333953857,873.490844726562,_29,2634.947585258,protein
QL311,21.2149333953857,873.490844726562,_21+26.9,1684.070453076,redox
QL311,21.2149333953857,873.490844726562,_4,728.813212173,glycolysis
QL311,21.2149333953857,873.490844726562,_1.3.2,1992.34377822,NA
QL311,21.2149333953857,873.490844726562,_9,622.750273969,mitochondrial_electron_transport/ATP_synthesis
QL311,21.2149333953857,873.490844726562,_29.6,491.209955296,protein_folding
QL311,21.2149333953857,873.490844726562,_20.2.1,934.314273548,HSPs
QL311,21.2149333953857,873.490844726562,_1.3.1+1.3.2,5791.544344662,Rubisco
QL311,21.2149333953857,873.490844726562,_11,159.776624061,lipid_metabolism
QL311,21.2149333953857,873.490844726562,_17,168.327943173,hormone_metabolism
QL311,21.2149333953857,873.490844726562,_22,1.483232757,polyamine_metabolism
QL311,21.2149333953857,873.490844726562,_8.1+8.2,530.520331173,TCA/_org_transformation
QL312,21.2149333953857,873.490844726562,_30,177.254641286,signalling
QL312,21.2149333953857,873.490844726562,_1.3.2,1272.91996789,NA
