"","BINCODE","NAME"
"423","_11.1.15_","lipid metabolism.FA synthesis and FA elongation.ACP desaturase"
"424","_21.1_","redox.thioredoxin"
"425","_21.2.1_","redox.ascorbate and glutathione.ascorbate"
"426","_16.1.4_","secondary metabolism.isoprenoids.carotenoids"
"427","_17.4.1_, _26.2_","hormone metabolism.cytokinin.synthesis-degradation, misc.UDP glucosyl and glucoronyl transferases"
"428","_21.1_","redox.thioredoxin"
"429","_27.3.44_","RNA.regulation of transcription.Chromatin Remodeling Factors"
"430","_29.2.1.1.1.1.8_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S8"
"431","_27.3.67_, _27.3.99_","RNA.regulation of transcription.putative transcription regulator, RNA.regulation of transcription.unclassified"
"432","_20.2.1_","stress.abiotic.heat"
"433","_26.28_","misc.GDSL-motif lipase"
"434","_29.5.5_","protein.degradation.serine protease"
"435","_1.1.1.1_","PS.lightreaction.photosystem II.LHC-II"
"436","_20.1_","stress.biotic"
"437","_29.2.1.1.3.1.1_","protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S1"
"438","_29.2.1.2.2.141_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L4/L1"
"439","_2.2.2.1.1_","major CHO metabolism.degradation.starch.starch cleavage.alpha amylase"
"440","_35.2_","not assigned.unknown"
"441","_16.1.5_","secondary metabolism.isoprenoids.terpenoids"
"442","_34.19.1_","transport.Major Intrinsic Proteins.PIP"
"443","_29.4_","protein.postranslational modification"
"444","_29.5.11.1_","protein.degradation.ubiquitin.ubiquitin"
"445","_34.20_","transport.porins"
"446","_12.2.2_","N-metabolism.ammonia metabolism.glutamine synthetase"
"447","_21.6_","redox.dismutases and catalases"
"448","_29.3.3_","protein.targeting.chloroplast"
"449","_29.6_","protein.folding"
"450","_34.1_","transport.p- and v-ATPases"
"451","_16.2.1_, _16.8.3_, _26.2_","secondary metabolism.phenylpropanoids.lignin biosynthesis, secondary metabolism.flavonoids.dihydroflavonols, misc.UDP glucosyl and glucoronyl transferases"
"452","_29.1.40_","protein.aa activation.bifunctional aminoacyl-tRNA synthetase"
"453","_25.6_","C1-metabolism.methylenetetrahydrofolate reductase"
"454","_34.19.1_","transport.Major Intrinsic Proteins.PIP"
"455","_11.1.6_","lipid metabolism.FA synthesis and FA elongation.enoyl ACP reductase"
"456","_29.2.4_","protein.synthesis.elongation"
"457","_29.2.1.1.1.2.17_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L17"
"458","_1.1.1.1_","PS.lightreaction.photosystem II.LHC-II"
"459","_31.1.1.1.1_","cell.organisation.cytoskeleton.actin.Actin"
"460","_26.9_","misc.glutathione S transferases"
"461","_26.23_","misc.rhodanese"
"462","_13.1.3.4_, _13.1.3.4.11_, _15.2_","amino acid metabolism.synthesis.aspartate family.methionine, amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase, metal handling.binding, chelation and storage"
"463","_29.2.2_","protein.synthesis.ribosome biogenesis"
"464","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"465","_26.7_","misc.oxidases - copper, flavone etc"
"466","_29.1.4_","protein.aa activation.leucine-tRNA ligase"
"467","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"468","_17.7.1.2_","hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase"
"469","_11.1.15_","lipid metabolism.FA synthesis and FA elongation.ACP desaturase"
"470","_1.1.1.1_","PS.lightreaction.photosystem II.LHC-II"
"471","_29.3.4.99_","protein.targeting.secretory pathway.unspecified"
"472","_26.3.1_","misc.gluco-, galacto- and mannosidases.alpha-galactosidase"
"473","_23.3.1.3_","nucleotide metabolism.salvage.phosphoribosyltransferases.upp"
"474","_11.9.3.2_, _11.9.4.5_, _24_","lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase, lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase, Biodegradation of Xenobiotics"
"475","_13.1.6.1.2_","amino acid metabolism.synthesis.aromatic aa.chorismate.3-dehydroquinate synthase"
"476","_31.4_","cell.vesicle transport"
"477","_27.4_","RNA.RNA binding"
"478","_29.5.3_","protein.degradation.cysteine protease"
"479","_21.6_","redox.dismutases and catalases"
"480","_8.2.4_","TCA / org transformation.other organic acid transformatons.IDH"
"481","_8.1.9_","TCA / org transformation.TCA.malate DH"
"482","_35.2_","not assigned.unknown"
"483","_29.3.4.2_","protein.targeting.secretory pathway.golgi"
"484","_35.2_","not assigned.unknown"
"485","_29.2.1.2.1.16_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S16"
"486","_29.2.1.2.2.13_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L13"
"487","_26.7_","misc.oxidases - copper, flavone etc"
"488","_26.9_","misc.glutathione S transferases"
"489","_29.2.1.2.2.141_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L4/L1"
"490","_2.1.2.2_","major CHO metabolism.synthesis.starch.starch synthase"
"491","_29.4_, _30.3_","protein.postranslational modification, signalling.calcium"
"492","_1.1.2.2_","PS.lightreaction.photosystem I.PSI polypeptide subunits"
"493","_9.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear"
"494","_29.3.3_","protein.targeting.chloroplast"
"495","_1.3.8_, _7.2.1_","PS.calvin cycle.transketolase, OPP.non-reductive PP.transketolase"
"496","_35.1.41_","not assigned.no ontology.hydroxyproline rich proteins"
"497","_26.9_","misc.glutathione S transferases"
"498","_29.2.1.2.2.3_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L3"
"499","_4.1.8_","glycolysis.cytosolic branch.glyceraldehyde 3-phosphate dehydrogenase (GAP-DH)"
"500","_13.1.5.3.1_","amino acid metabolism.synthesis.serine-glycine-cysteine group.cysteine.OASTL"
"501","_29.4.1.58_","protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VIII"
"502","_29.2.1.2.1.25_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S25"
"503","_34.1_, _34.1.2_","transport.p- and v-ATPases, transport.p- and v-ATPases.H+-exporting ATPase"
"504","_29.5_","protein.degradation"
"505","_35.2_","not assigned.unknown"
"506","_13.1.2.3.23_","amino acid metabolism.synthesis.glutamate family.arginine.argininosuccinate lyase"
"507","_26.7_","misc.oxidases - copper, flavone etc"
"508","_8.2.11_","TCA / org transformation.other organic acid transformatons.atp-citrate lyase"
"509","_11.3.5_","lipid metabolism.Phospholipid synthesis.diacylglycerol kinase"
"510","_16.1.1.10_","secondary metabolism.isoprenoids.non-mevalonate pathway.geranylgeranyl pyrophosphate synthase"
"511","_16.8.4.3_","secondary metabolism.flavonoids.flavonols.flavonol-3-O-rhamnosyltransferase"
"512","_11.9.3_","lipid metabolism.lipid degradation.lysophospholipases"
"513","_18.2_","Co-factor and vitamine metabolism.thiamine"
"514","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"515","_20.2.1_","stress.abiotic.heat"
"516","_31.4_","cell.vesicle transport"
"517","_29.2.4_","protein.synthesis.elongation"
"518","_29.5.1_","protein.degradation.subtilases"
"519","_29.3.3_","protein.targeting.chloroplast"
"520","_29.2.1.2.2.11_, _29.2.1.2.2.16_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L11, protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L16"
"521","_26.18_","misc.invertase/pectin methylesterase inhibitor family protein"
"522","_29.2.1.2.2.5_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L5"
"523","_29.4_","protein.postranslational modification"
"524","_35.2_","not assigned.unknown"
"525","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"526","_20.2.1_","stress.abiotic.heat"
"527","_20_","stress"
"528","_35.1.26_","not assigned.no ontology.DC1 domain containing protein"
"529","_31.2_","cell.division"
"530","_29.2.1.1.1.1.4_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S4"
"531","_21.2.1_","redox.ascorbate and glutathione.ascorbate"
"532","_11.1.9_","lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase"
"533","_13.1.7.2_","amino acid metabolism.synthesis.histidine.bifunctional phosphoribosyl-ATP diphosphatase and phosphoribosyl-AMP cyclohydrolase"
"534","_14.2_","S-assimilation.APR"
"535","_29.5.7_","protein.degradation.metalloprotease"
"536","_29.1.4_","protein.aa activation.leucine-tRNA ligase"
"537","_29.6_","protein.folding"
"538","_1.2.1_, _3.99_","PS.photorespiration.phosphoglycolate phosphatase, minor CHO metabolism.misc"
"539","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"540","_11.6_","lipid metabolism.lipid transfer proteins etc"
"541","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"542","_31.1.1.2_","cell.organisation.cytoskeleton.mikrotubuli"
"543","_23.1.2.4_","nucleotide metabolism.synthesis.purine.FGAR amidotransferase"
"544","_29.5.3_","protein.degradation.cysteine protease"
"545","_16.1.1.6_","secondary metabolism.isoprenoids.non-mevalonate pathway.HDS"
"546","_16.8.2.1_","secondary metabolism.flavonoids.chalcones.naringenin-chalcone synthase"
"547","_26.17_","misc.dynamin"
"548","_16.8.3_","secondary metabolism.flavonoids.dihydroflavonols"
"549","_29.2.1.2.2.518_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L18A"
"550","_31.4_","cell.vesicle transport"
"551","_34.9_","transport.metabolite transporters at the mitochondrial membrane"
"552","_29.4_","protein.postranslational modification"
"553","_29.1.16_","protein.aa activation.cysteine-tRNA ligase"
"554","_16.2.1.10_","secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD"
"555","_11.1.11_","lipid metabolism.FA synthesis and FA elongation.fatty acid elongase"
"556","_35.1.41_","not assigned.no ontology.hydroxyproline rich proteins"
"557","_29.2.1.2.2.12_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L12"
"558","_27.3.11_, _27.3.99_","RNA.regulation of transcription.C2H2 zinc finger family, RNA.regulation of transcription.unclassified"
"559","_13.1.3.4_","amino acid metabolism.synthesis.aspartate family.methionine"
"560","_3.8.1_","minor CHO metabolism.galactose.galactokinases"
"561","_20.2.1_","stress.abiotic.heat"
"562","_29.3.2_","protein.targeting.mitochondria"
"563","_35.2_","not assigned.unknown"
"564","_11.1.5_","lipid metabolism.FA synthesis and FA elongation.beta hydroxyacyl ACP dehydratase"
"565","_2.2.2.3_","major CHO metabolism.degradation.starch.glucan water dikinase"
"566","_1.3.13_","PS.calvin cycle.rubisco interacting"
"567","_35.1_","not assigned.no ontology"
"568","_35.2_","not assigned.unknown"
"569","_29.2.1.2.2.9_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L9"
"570","_30.5_","signalling.G-proteins"
"571","_29.5_","protein.degradation"
"572","_34.99_","transport.misc"
"573","_20.2.1_","stress.abiotic.heat"
"574","_26.6_","misc.O-methyl transferases"
"575","_16.1.2.4_","secondary metabolism.isoprenoids.mevalonate pathway.mevalonate kinase"
"576","_19.99_","tetrapyrrole synthesis.unspecified"
"577","_1.3.13_","PS.calvin cycle.rubisco interacting"
"578","_20.2.2_","stress.abiotic.cold"
"579","_27.3.36_, _33.99_","RNA.regulation of transcription.Argonaute, development.unspecified"
"580","_29.5_","protein.degradation"
"581","_1.1.1.1_","PS.lightreaction.photosystem II.LHC-II"
"582","_26.1_","misc.misc2"
"583","_29.2.3_","protein.synthesis.initiation"
"584","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"585","_8.1.1.3_, _11.1.31_","TCA / org transformation.TCA.pyruvate DH.E3, lipid metabolism.FA synthesis and FA elongation.pyruvate DH"
"586","_16.7_","secondary metabolism.wax"
"587","_29.1.11_","protein.aa activation.serine-tRNA ligase"
"588","_29.5.5_","protein.degradation.serine protease"
"589","_29.2.3_","protein.synthesis.initiation"
"590","_35.2_","not assigned.unknown"
"591","_29.1.11_","protein.aa activation.serine-tRNA ligase"
"592","_29.4_","protein.postranslational modification"
"593","_35.2_","not assigned.unknown"
"594","_11.9.4.2_","lipid metabolism.lipid degradation.beta-oxidation.acyl CoA DH"
"595","_35.2_","not assigned.unknown"
"596","_35.1.1_","not assigned.no ontology.ABC1 family protein"
"597","_1.3.2_","PS.calvin cycle.rubisco small subunit"
"598","_28.1.3.2.3_","DNA.synthesis/chromatin structure.histone.core.H3"
"599","_35.2_","not assigned.unknown"
"600","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"601","_33.99_","development.unspecified"
"602","_31.2_","cell.division"
"603","_35.2_","not assigned.unknown"
"604","_29.2.1.2.1.19_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S19"
"605","_26.3.2_","misc.gluco-, galacto- and mannosidases.beta-galactosidase"
"606","_35.1_","not assigned.no ontology"
"607","_13.2.5.3_","amino acid metabolism.degradation.serine-glycine-cysteine group.cysteine"
"608","_20.2.1_","stress.abiotic.heat"
"609","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"610","_35.1_","not assigned.no ontology"
"611","_9.1.1_","mitochondrial electron transport / ATP synthesis.NADH-DH.complex I"
"612","_29.2.3_","protein.synthesis.initiation"
"613","_29.2.1.2.2.15_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L15"
"614","_34.9_","transport.metabolite transporters at the mitochondrial membrane"
"615","_21.6_","redox.dismutases and catalases"
"616","_29.2.4_","protein.synthesis.elongation"
"617","_29.5.11_, _29.5.11.1_","protein.degradation.ubiquitin, protein.degradation.ubiquitin.ubiquitin"
"618","_29.4.1.58_","protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VIII"
"619","_35.2_","not assigned.unknown"
"620","_35.1.27_","not assigned.no ontology.tetratricopeptide repeat (TPR)"
"621","_16.8.3.3_, _26.10_","secondary metabolism.flavonoids.dihydroflavonols.flavonoid 3-monooxygenase, misc.cytochrome P450"
"622","_29.2.3_","protein.synthesis.initiation"
"623","_2.2.2.3_","major CHO metabolism.degradation.starch.glucan water dikinase"
"624","_16.8.1_","secondary metabolism.flavonoids.anthocyanins"
"625","_29.8_","protein.assembly and cofactor ligation"
"626","_29.1.10_","protein.aa activation.methionine-tRNA ligase"
"627","_31.1_","cell.organisation"
"628","_35.2_","not assigned.unknown"
"629","_1.2.2_","PS.photorespiration.glycolate oxydase"
"630","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"631","_26.7_","misc.oxidases - copper, flavone etc"
"632","_29.2.1.1.1.2.15_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L15"
"633","_20.2.1_, _29.6_","stress.abiotic.heat, protein.folding"
"634","_26.7_","misc.oxidases - copper, flavone etc"
"635","_27.3.99_","RNA.regulation of transcription.unclassified"
"636","_29.5.5_","protein.degradation.serine protease"
"637","_2.1.2.1_","major CHO metabolism.synthesis.starch.AGPase"
"638","_21.2.1_","redox.ascorbate and glutathione.ascorbate"
"639","_35.2_","not assigned.unknown"
"640","_35.2_","not assigned.unknown"
"641","_29.2.3_","protein.synthesis.initiation"
"642","_29.3.4.3_, _29.5_, _29.5.3_","protein.targeting.secretory pathway.vacuole, protein.degradation, protein.degradation.cysteine protease"
"643","_1.1.1.1_","PS.lightreaction.photosystem II.LHC-II"
"644","_8.2.9_","TCA / org transformation.other organic acid transformatons.cyt MDH"
"645","_16.1.4.7_","secondary metabolism.isoprenoids.carotenoids.carotenoid epsilon ring hydroxylase"
"646","_33.99_","development.unspecified"
"647","_30.2.99_","signalling.receptor kinases.misc"
"648","_13.1.6.5.1_","amino acid metabolism.synthesis.aromatic aa.tryptophan.anthranilate synthase"
"649","_35.2_","not assigned.unknown"
"650","_34.19.1_","transport.Major Intrinsic Proteins.PIP"
"651","_13.1.3.4.1_","amino acid metabolism.synthesis.aspartate family.methionine.cystathionine gamma-synthase"
"652","_27.3.67_, _29.2.2.3.1_","RNA.regulation of transcription.putative transcription regulator, protein.synthesis.ribosome biogenesis.Pre-rRNA processing and modifications.snoRNPs"
"653","_29.1.7_","protein.aa activation.alanine-tRNA ligase"
"654","_31.4_","cell.vesicle transport"
"655","_29.8_","protein.assembly and cofactor ligation"
"656","_34.15_","transport.potassium"
"657","_10.6.2_","cell wall.degradation.mannan-xylose-arabinose-fucose"
"658","_3.5_","minor CHO metabolism.others"
"659","_30.3_","signalling.calcium"
"660","_31.1_","cell.organisation"
"661","_21.3_","redox.heme"
"662","_31.2_, _33.99_","cell.division, development.unspecified"
"663","_35.2_","not assigned.unknown"
"664","_29.2.1.2.1.9_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S9"
"665","_13.1.3.4_, _13.1.3.4.11_, _15.2_","amino acid metabolism.synthesis.aspartate family.methionine, amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase, metal handling.binding, chelation and storage"
"666","_26.17_","misc.dynamin"
"667","_35.1.26_","not assigned.no ontology.DC1 domain containing protein"
"668","_21.1_","redox.thioredoxin"
"669","_29.2.4_","protein.synthesis.elongation"
"670","_21.2.1.1_","redox.ascorbate and glutathione.ascorbate.GME"
"671","_26.3.1_","misc.gluco-, galacto- and mannosidases.alpha-galactosidase"
"672","_8.1.6_","TCA / org transformation.TCA.succinyl-CoA ligase"
"673","_29.3_","protein.targeting"
"674","_11.9.4.9_","lipid metabolism.lipid degradation.beta-oxidation.multifunctional"
"675","_1.1.2.2_","PS.lightreaction.photosystem I.PSI polypeptide subunits"
"676","_27.3.99_","RNA.regulation of transcription.unclassified"
"677","_29.2.3_","protein.synthesis.initiation"
"678","_35.2_","not assigned.unknown"
"679","_3.5_","minor CHO metabolism.others"
"680","_21.1.1_","redox.thioredoxin.PDIL"
"681","_10.7_","cell wall.modification"
"682","_1.1.30_, _29.4_","PS.lightreaction.state transition, protein.postranslational modification"
"683","_35.1_","not assigned.no ontology"
"684","_23.1.2.2_","nucleotide metabolism.synthesis.purine.GAR Synthetase"
"685","_3.8.2_","minor CHO metabolism.galactose.alpha-galactosidases"
"686","_29.3.3_","protein.targeting.chloroplast"
"687","_20.2.1_","stress.abiotic.heat"
"688","_13.1.1.1.2_","amino acid metabolism.synthesis.central amino acid metabolism.GABA.GABA transaminase"
"689","_13.1.2.3.4_","amino acid metabolism.synthesis.glutamate family.arginine.acetylornithine aminotransferase"
"690","_26.22_","misc.short chain dehydrogenase/reductase (SDR)"
"691","_29.2.4_","protein.synthesis.elongation"
"692","_29.1.9_","protein.aa activation.valine-tRNA ligase"
"693","_26.23_","misc.rhodanese"
"694","_26.22_","misc.short chain dehydrogenase/reductase (SDR)"
"695","_26.2_","misc.UDP glucosyl and glucoronyl transferases"
"696","_1.2.7_","PS.photorespiration.glycerate kinase"
"697","_16.1.1.4_","secondary metabolism.isoprenoids.non-mevalonate pathway.CMK"
"698","_13.1.1.1.1_","amino acid metabolism.synthesis.central amino acid metabolism.GABA.Glutamate decarboxylase"
"699","_20.2_","stress.abiotic"
"700","_29.2.3_","protein.synthesis.initiation"
"701","_8.2.9_","TCA / org transformation.other organic acid transformatons.cyt MDH"
"702","_33.99_","development.unspecified"
"703","_13.1.5.1.2_","amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoserine aminotransferase"
"704","_12.2.2_","N-metabolism.ammonia metabolism.glutamine synthetase"
"705","_34.21_","transport.calcium"
"706","_29.5_","protein.degradation"
"707","_29.3.3_","protein.targeting.chloroplast"
"708","_1.2.6_","PS.photorespiration.hydroxypyruvate reductase"
"709","_9.9_","mitochondrial electron transport / ATP synthesis.F1-ATPase"
"710","_26.10_","misc.cytochrome P450"
"711","_26.7_","misc.oxidases - copper, flavone etc"
"712","_3.5.1_","minor CHO metabolism.others.Xylose isomerase"
"713","_17.7.1.2_","hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase"
"714","_21.2.2_","redox.ascorbate and glutathione.glutathione"
"715","_35.2_","not assigned.unknown"
"716","_1.3.7_","PS.calvin cycle.FBPase"
"717","_11.9.2.1_","lipid metabolism.lipid degradation.lipases.triacylglycerol lipase"
"718","_7.1.3_","OPP.oxidative PP.6-phosphogluconate dehydrogenase"
"719","_26.9_","misc.glutathione S transferases"
"720","_31.1_","cell.organisation"
"721","_16.1.2.9_","secondary metabolism.isoprenoids.mevalonate pathway.farnesyl pyrophosphate synthetase"
"722","_30.4.4_","signalling.phosphinositides.phosphoinositide phospholipase C"
"723","_10.6.1_","cell wall.degradation.cellulases and beta -1,4-glucanases"
"724","_3.8.2_","minor CHO metabolism.galactose.alpha-galactosidases"
"725","_29.4_","protein.postranslational modification"
"726","_35.1_","not assigned.no ontology"
"727","_16.4.1_","secondary metabolism.N misc.alkaloid-like"
"728","_34.18.1_","transport.unspecified anions.arsenite-transporting ATPase"
"729","_35.2_","not assigned.unknown"
"730","_26.2_","misc.UDP glucosyl and glucoronyl transferases"
"731","_30.5_","signalling.G-proteins"
"732","_13.1.6.2_","amino acid metabolism.synthesis.aromatic aa.phenylalanine and tyrosine"
"733","_35.1.42_","not assigned.no ontology.proline rich family"
"734","_35.1_","not assigned.no ontology"
"735","_29.3.5_, _31.1_","protein.targeting.peroxisomes, cell.organisation"
"736","_19.1_","tetrapyrrole synthesis.glu-tRNA synthetase"
"737","_20.2.1_","stress.abiotic.heat"
"738","_27.4_","RNA.RNA binding"
"739","_23.2.1.3_","nucleotide metabolism.degradation.pyrimidine.dihydrouracil dehydrogenase"
"740","_1.1.4.8_","PS.lightreaction.ATP synthase.subunit B (ATPF)"
"741","_11.9.4.5_, _24_","lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase, Biodegradation of Xenobiotics"
"742","_29.3.1_","protein.targeting.nucleus"
"743","_27.2_","RNA.transcription"
"744","_29.2.1.2.2.6_","protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L6"
"745","_29.5.3_","protein.degradation.cysteine protease"
"746","_29.5.11_","protein.degradation.ubiquitin"
"747","_26.13_","misc.acid and other phosphatases"
"748","_31.2.5_","cell.division.plastid"
"749","_11.1.9_","lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase"
"750","_35.1_","not assigned.no ontology"
"751","_16.2.1.9_","secondary metabolism.phenylpropanoids.lignin biosynthesis.COMT"
"752","_17.2.1_, _26.2_","hormone metabolism.auxin.synthesis-degradation, misc.UDP glucosyl and glucoronyl transferases"
"753","_1.2.4.4_","PS.photorespiration.glycine cleavage.H protein"
"754","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"755","_35.2_","not assigned.unknown"
"756","_35.1_","not assigned.no ontology"
"757","_29.2.1.2.1.53_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3A"
"758","_29.3.3_","protein.targeting.chloroplast"
"759","_13.2.4.5_, _13.2.6.3_, _16.1.2.1_","amino acid metabolism.degradation.branched chain group.isoleucine, amino acid metabolism.degradation.aromatic aa.tryptophan, secondary metabolism.isoprenoids.mevalonate pathway.acetyl-CoA C-acyltransferase"
"760","_29.8_","protein.assembly and cofactor ligation"
"761","_16.7_","secondary metabolism.wax"
"762","_29.3.4.99_","protein.targeting.secretory pathway.unspecified"
"763","_27.3.12_","RNA.regulation of transcription.C3H zinc finger family"
"764","_20.1.7_","stress.biotic.PR-proteins"
"765","_8.2.11_","TCA / org transformation.other organic acid transformatons.atp-citrate lyase"
"766","_14.3_","S-assimilation.sulfite redox"
"767","_27.2_","RNA.transcription"
"768","_31.1_","cell.organisation"
"769","_3.5_","minor CHO metabolism.others"
"770","_9.8_, _34.9_","mitochondrial electron transport / ATP synthesis.uncoupling protein, transport.metabolite transporters at the mitochondrial membrane"
"771","_8.2.9_","TCA / org transformation.other organic acid transformatons.cyt MDH"
"772","_29.5_","protein.degradation"
"773","_29.5.5_","protein.degradation.serine protease"
"774","_4.1.14_","glycolysis.cytosolic branch.pyruvate kinase (PK)"
"775","_29.2.3_","protein.synthesis.initiation"
"776","_35.2_","not assigned.unknown"
"777","_35.2_","not assigned.unknown"
"778","_29.5.5_","protein.degradation.serine protease"
"779","_26.11.1_","misc.alcohol dehydrogenases.cinnamyl alcohol dehydrogenase"
"780","_29.5.5_","protein.degradation.serine protease"
"781","_29.6_","protein.folding"
"782","_27.2_","RNA.transcription"
"783","_26.10_","misc.cytochrome P450"
"784","_29.2.1.2.1.31_","protein.synthesis.ribosomal protein.eukaryotic.40S subunit.SA"
"785","_21.2_","redox.ascorbate and glutathione"
"786","_1.1.1.2_","PS.lightreaction.photosystem II.PSII polypeptide subunits"
"787","_29.2.4_","protein.synthesis.elongation"
"788","_27.4_","RNA.RNA binding"
"789","_29.5_","protein.degradation"
"790","_19.14_","tetrapyrrole synthesis.protochlorophyllide reductase"
"791","_34.2_","transport.sugars"
"792","_2.2.1.1_","major CHO metabolism.degradation.sucrose.fructokinase"
"793","_35.2_","not assigned.unknown"
"794","_13.1.6.1.5_","amino acid metabolism.synthesis.aromatic aa.chorismate.shikimate kinase"
"795","_29.3.1_","protein.targeting.nucleus"
"796","_27.4_","RNA.RNA binding"
"797","_35.2_","not assigned.unknown"
"798","_29.1.14_","protein.aa activation.glycine-tRNA ligase"
"799","_35.2_","not assigned.unknown"
"800","_35.2_","not assigned.unknown"
"801","_29.5.11.20_","protein.degradation.ubiquitin.proteasom"
"802","_29.2.1.1.1.2.4_","protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L4"
"803","_30.5_","signalling.G-proteins"
"804","_11.1.8_","lipid metabolism.FA synthesis and FA elongation.acyl coa ligase"
"805","_34.15_","transport.potassium"
"806","_26.22_","misc.short chain dehydrogenase/reductase (SDR)"
"807","_35.2_","not assigned.unknown"
"808","_13.1.3.4.13_","amino acid metabolism.synthesis.aspartate family.methionine.methionine S-methyltransferase"
"809","_29.2.3_","protein.synthesis.initiation"
"810","_20.2.2_","stress.abiotic.cold"
"811","_16.1.4.3_","secondary metabolism.isoprenoids.carotenoids.zeta-carotene desaturase"
"812","_16.2.1.3_","secondary metabolism.phenylpropanoids.lignin biosynthesis.4CL"
"813","_13.1.1.1.4_","amino acid metabolism.synthesis.central amino acid metabolism.GABA.gamma-hydroxybutyrate DH"
"814","_29.5.5_","protein.degradation.serine protease"
"815","_35.2_","not assigned.unknown"
"816","_35.1.5_","not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein"
"817","_21.6_","redox.dismutases and catalases"
"818","_1.1.1.3_, _29.8_","PS.lightreaction.photosystem II.biogenesis, protein.assembly and cofactor ligation"
"819","_26.7_","misc.oxidases - copper, flavone etc"
"820","_35.2_","not assigned.unknown"
"821","_34.16_","transport.ABC transporters and multidrug resistance systems"
"822","_8.1.5_","TCA / org transformation.TCA.2-oxoglutarate dehydrogenase"
"823","_3.1.2.2_","minor CHO metabolism.raffinose family.raffinose synthases.putative"
"824","_29.2.3_","protein.synthesis.initiation"
"825","_20.2.1_","stress.abiotic.heat"
"826","_11.1.8_","lipid metabolism.FA synthesis and FA elongation.acyl coa ligase"
"827","_10.1.1.20_","cell wall.precursor synthesis.NDP sugar pyrophosphorylase.multiple NDP-Sugars"
"828","_27.2_","RNA.transcription"
"829","_35.1_","not assigned.no ontology"
"830","_10.1.2_","cell wall.precursor synthesis.UGE"
"831","_16.4.3.1_","secondary metabolism.N misc.cyanogenic glycosides.cyanase"
"832","_26.22_","misc.short chain dehydrogenase/reductase (SDR)"
"833","_16.2_","secondary metabolism.phenylpropanoids"
"834","_16.8.3.1_","secondary metabolism.flavonoids.dihydroflavonols.dihydroflavonol 4-reductase"
"835","_9.1.2_","mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear"
"836","_29.3.4.99_, _34.99_","protein.targeting.secretory pathway.unspecified, transport.misc"
"837","_25.8_","C1-metabolism.tetrahydrofolate synthase"
"838","_34.1_","transport.p- and v-ATPases"
