Protein,MW
Eucgr.H00328.1.p,29547.55584
Eucgr.H03271.1.p,113225.75704
Eucgr.H02625.1.p,64509.58714
Eucgr.H02093.1.p,25430.18184
Eucgr.H04624.1.p,13510.34294
Eucgr.H00884.1.p,72537.38884
Eucgr.H03408.1.p,51864.42244
Eucgr.H04394.1.p,33170.43204
Eucgr.H00059.1.p,23267.38934
Eucgr.H00146.2.p,15523.42524
Eucgr.H03316.3.p,31632.97994
Eucgr.H04386.1.p,42081.64534
Eucgr.H01345.1.p,82432.37414
Eucgr.H02584.1.p,38511.16154
Eucgr.H04822.1.p,122256.27164
Eucgr.H04781.1.p,23168.43444
Eucgr.H00595.1.p,56338.69174
Eucgr.H04647.1.p,16755.36664
Eucgr.H02855.1.p,58989.66994
Eucgr.H01119.1.p,44611.82524
Eucgr.H02333.1.p,27410.52944
Eucgr.H02588.1.p,53992.69234
Eucgr.H00182.3.p,17262.08154
Eucgr.H00462.1.p,38700.89714
Eucgr.H04690.1.p,26586.54084
Eucgr.H02772.1.p,45842.11214
Eucgr.H00690.2.p,47461.20164
Eucgr.H02913.3.p,50567.74174
Eucgr.H02106.1.p,24485.86354
Eucgr.H02650.1.p,53228.21234
Eucgr.H00204.1.p,79061.22334
Eucgr.H03281.2.p,58707.98074
Eucgr.H02871.2.p,31545.74404
Eucgr.H00825.2.p,40623.42164
Eucgr.H00205.1.p,76115.11324
Eucgr.H01344.1.p,23337.08554
Eucgr.H03607.1.p,33839.49964
Eucgr.H02940.1.p,56913.15604
Eucgr.H03464.1.p,34212.54034
Eucgr.H03981.1.p,17430.09254
Eucgr.H04759.1.p,54271.99054
Eucgr.H04695.1.p,17455.19524
Eucgr.H04815.1.p,56385.48734
Eucgr.H00256.3.p,22000.28704
Eucgr.H02737.1.p,29978.07304
Eucgr.H04080.1.p,72815.08604
Eucgr.H04112.1.p,48804.61644
Eucgr.H00494.1.p,130329.34054
Eucgr.H03312.1.p,38613.92174
Eucgr.H03340.1.p,41938.09264
Eucgr.H00220.2.p,29550.29554
Eucgr.H00087.1.p,41580.36164
Eucgr.H04536.1.p,17833.24654
Eucgr.H00739.1.p,24100.50974
Eucgr.H00878.1.p,12903.10264
Eucgr.J01293.2.p,45813.13854
Eucgr.H04033.2.p,81030.57084
Eucgr.H00128.1.p,30878.43994
Eucgr.H04584.1.p,29115.42374
Eucgr.H04391.1.p,32194.18354
Eucgr.H02340.1.p,49926.83834
Eucgr.H01417.1.p,71894.99144
Eucgr.H00828.1.p,14456.35894
Eucgr.H04253.1.p,35266.98354
Eucgr.H00092.2.p,36454.61344
Eucgr.H05081.2.p,60136.67584
Eucgr.H03993.1.p,17602.08724
Eucgr.H00506.1.p,63830.01074
Eucgr.H00144.2.p,30075.57064
Eucgr.H00245.2.p,35082.13524
Eucgr.H00143.1.p,45200.29854
Eucgr.H04001.1.p,17593.27334
Eucgr.H00800.1.p,14812.74604
Eucgr.H03983.1.p,17565.10734
Eucgr.H02592.1.p,63157.63484
Eucgr.H04084.2.p,45444.92274
Eucgr.H04339.1.p,42539.45854
Eucgr.H03948.2.p,78718.74264
Eucgr.H04831.1.p,93844.48774
Eucgr.H01393.1.p,33486.25964
Eucgr.H00201.1.p,76081.23524
Eucgr.H04476.1.p,28136.90114
Eucgr.H02992.3.p,21144.93244
Eucgr.H02641.1.p,51543.33274
Eucgr.H00997.1.p,93765.41694
Eucgr.H04456.1.p,31980.45724
Eucgr.H04659.1.p,53044.02024
Eucgr.H04428.2.p,57321.84264
Eucgr.H04825.1.p,52234.79884
Eucgr.H00173.1.p,27345.99664
Eucgr.H03285.1.p,72307.84674
Eucgr.H00829.1.p,35799.39344
Eucgr.H04495.1.p,97968.60904
Eucgr.H02638.1.p,52420.52854
Eucgr.J02696.1.p,29016.20834
Eucgr.H03939.3.p,14242.21414
Eucgr.H04887.1.p,35207.74884
Eucgr.H03463.1.p,15761.00384
Eucgr.H00477.1.p,37929.24034
Eucgr.H02679.1.p,51787.97884
Eucgr.H00043.1.p,89786.74644
Eucgr.H01081.1.p,53514.99814
Eucgr.H04128.1.p,71981.13304
Eucgr.H03914.1.p,42844.80454
Eucgr.H04760.1.p,54936.58074
Eucgr.H05078.1.p,59704.33914
Eucgr.H00751.1.p,16231.71004
Eucgr.H05065.1.p,49657.27854
Eucgr.H00849.1.p,39676.69634
Eucgr.H02738.1.p,74718.15944
Eucgr.H02489.1.p,25904.89714
Eucgr.H01941.2.p,28792.41854
Eucgr.H03305.1.p,12973.96064
Eucgr.H01014.2.p,97235.09254
Eucgr.H02531.1.p,164791.62014
Eucgr.H00431.1.p,55262.06344
Eucgr.H01287.4.p,35092.19914
Eucgr.H02870.1.p,28101.14144
Eucgr.H01175.1.p,21063.58904
Eucgr.H02370.1.p,29360.30274
Eucgr.H04606.1.p,27254.96994
Eucgr.H00618.1.p,17506.93074
Eucgr.H01602.1.p,51654.18634
Eucgr.H03928.1.p,19262.89184
Eucgr.H02995.1.p,16587.25064
Eucgr.H04731.1.p,12039.01564
Eucgr.H00136.1.p,46086.45004
Eucgr.H02865.2.p,16154.67514
Eucgr.H00218.1.p,96402.77134
Eucgr.H03606.2.p,26015.58714
Eucgr.H00206.1.p,75508.13884
Eucgr.H02963.1.p,13733.13014
Eucgr.H03311.1.p,42484.53724
Eucgr.H02622.1.p,36966.21244
Eucgr.H00026.1.p,14866.15944
Eucgr.H02959.1.p,23051.06744
Eucgr.H00906.1.p,38339.02294
Eucgr.H00257.1.p,39021.90284
Eucgr.H00830.1.p,19087.63774
Eucgr.H02828.1.p,42792.53714
Eucgr.H04673.1.p,47434.74184
Eucgr.H03527.1.p,24806.26074
Eucgr.H04880.1.p,27574.35444
Eucgr.H03521.1.p,76000.26084
Eucgr.H01195.2.p,41542.23874
Eucgr.H00058.1.p,109753.13494
Eucgr.H00894.2.p,23154.58144
Eucgr.H05076.1.p,59037.79844
Eucgr.H04748.1.p,58703.00974
Eucgr.H02989.1.p,18726.46994
Eucgr.H03302.1.p,118538.34034
Eucgr.H03916.1.p,120525.45724
Eucgr.H03140.1.p,25296.51644
Eucgr.H04687.1.p,48955.93064
Eucgr.H04410.1.p,73601.16314
Eucgr.H03460.1.p,15893.02764
Eucgr.H01211.1.p,42157.58964
Eucgr.H00857.1.p,29330.35514
Eucgr.H02991.1.p,22261.50064
Eucgr.H04494.1.p,78256.97244
Eucgr.H04210.4.p,32986.56124
Eucgr.H04645.1.p,20113.04344
Eucgr.H02649.1.p,83633.01384
Eucgr.H01162.2.p,43962.43404
Eucgr.H01172.1.p,23770.80324
Eucgr.H00481.1.p,37346.46484
Eucgr.H04045.2.p,65825.57944
Eucgr.H02605.2.p,41782.01514
Eucgr.H02550.1.p,29567.21754
Eucgr.H02825.1.p,16711.21434
Eucgr.H02890.1.p,27620.79764
Eucgr.H00716.7.p,55458.48904
Eucgr.H00200.1.p,76654.90074
Eucgr.H00726.1.p,16484.85264
Eucgr.H03611.1.p,37907.41024
Eucgr.H03474.1.p,15477.73654
Eucgr.H00202.1.p,38345.57154
Eucgr.H03423.1.p,29811.60134
Eucgr.H01394.1.p,47126.20114
Eucgr.H04784.1.p,118080.15334
Eucgr.H00797.2.p,40557.00134
Eucgr.H05117.1.p,47675.14574
Eucgr.H04482.1.p,51309.30084
Eucgr.H04380.1.p,25213.82634
Eucgr.H02908.9.p,28888.10794
Eucgr.H05139.1.p,24729.34124
Eucgr.H04516.4.p,9098.19394
Eucgr.H01015.2.p,106550.66434
Eucgr.H04776.1.p,27268.98954
Eucgr.H04533.2.p,39090.10484
Eucgr.H02706.1.p,24877.79184
Eucgr.H00743.1.p,15588.34184
Eucgr.H03458.1.p,15910.01724
Eucgr.H01176.2.p,23691.72324
Eucgr.H01094.1.p,92277.56944
Eucgr.H01461.1.p,37509.12414
Eucgr.H02678.2.p,53152.25884
Eucgr.H03154.1.p,52207.97804
Eucgr.L02230.1.p,25642.60124
Eucgr.L02492.1.p,24405.96594
Eucgr.L01202.1.p,24951.34724
Eucgr.A02022.1.p,49151.12974
Eucgr.A01867.1.p,23092.37074
Eucgr.A01406.1.p,35214.10714
Eucgr.A02178.2.p,72220.04354
Eucgr.A00546.1.p,65430.73284
Eucgr.A01021.4.p,43117.93064
Eucgr.A02437.1.p,89554.83244
Eucgr.A00249.1.p,56486.88884
Eucgr.A00430.1.p,26252.28874
Eucgr.A00373.1.p,18068.87834
Eucgr.A00428.2.p,38434.27774
Eucgr.L00010.1.p,38013.26004
Eucgr.A02588.2.p,75387.06414
Eucgr.A02439.3.p,10308.78594
Eucgr.A01202.1.p,27171.08774
Eucgr.A01044.2.p,85016.04604
Eucgr.A00992.1.p,28256.24504
Eucgr.A01392.1.p,40229.71904
Eucgr.A02812.2.p,25802.71214
Eucgr.A00348.1.p,60700.61474
Eucgr.A01018.1.p,38947.31524
Eucgr.A01929.1.p,20845.18274
Eucgr.A02974.1.p,29527.17954
Eucgr.A02236.1.p,73355.36534
Eucgr.A02664.1.p,50865.69604
Eucgr.A01127.2.p,9179.36164
Eucgr.A00746.1.p,11762.84924
Eucgr.A01225.1.p,38660.17114
Eucgr.A01425.1.p,34353.21264
Eucgr.A02300.1.p,41177.41294
Eucgr.A02221.1.p,53940.42334
Eucgr.A02717.1.p,19272.92504
Eucgr.A01066.1.p,67049.33604
Eucgr.A01153.2.p,34189.40644
Eucgr.A02547.1.p,58734.77914
Eucgr.A00692.2.p,32528.80504
Eucgr.A00535.3.p,40152.58154
Eucgr.A02714.1.p,41628.60294
Eucgr.A02112.2.p,27013.77254
Eucgr.A00131.1.p,18450.23144
Eucgr.A01377.1.p,82153.50014
Eucgr.A01803.1.p,35145.52234
Eucgr.L00011.1.p,71847.64514
Eucgr.A02394.1.p,52506.23214
Eucgr.B02711.1.p,35711.02754
Eucgr.A02571.1.p,35023.90084
Eucgr.A02951.4.p,34814.58614
Eucgr.A02215.1.p,52130.81754
Eucgr.A02321.1.p,49687.83334
Eucgr.A01098.3.p,39842.48244
Eucgr.A02801.1.p,22072.49414
Eucgr.A02597.1.p,21442.02964
Eucgr.A00945.1.p,53098.92764
Eucgr.A01781.3.p,15187.51774
Eucgr.A01273.1.p,36621.62464
Eucgr.A02848.1.p,42067.09994
Eucgr.A02775.1.p,104319.28074
Eucgr.A02907.1.p,34267.54864
Eucgr.A01121.1.p,48176.81494
Eucgr.A02261.5.p,43095.15614
Eucgr.A01732.1.p,26552.34494
Eucgr.A01642.1.p,33871.74654
Eucgr.A00406.1.p,53553.21134
Eucgr.A02048.1.p,53955.78584
Eucgr.A00549.2.p,65013.28064
Eucgr.A01555.1.p,14904.16354
Eucgr.B02769.1.p,82176.03164
Eucgr.A00010.2.p,14321.11594
Eucgr.A01368.2.p,41945.72154
Eucgr.A00387.1.p,22871.57864
Eucgr.A02753.1.p,61351.73574
Eucgr.A02465.1.p,39740.15994
Eucgr.L00005.1.p,30375.39664
Eucgr.A02249.1.p,175397.17634
Eucgr.A00830.1.p,67104.33684
Eucgr.A01423.1.p,41272.72454
Eucgr.A01649.1.p,20834.39464
Eucgr.A01112.1.p,20168.06934
Eucgr.A01688.1.p,17048.96274
Eucgr.A02072.2.p,36592.97884
Eucgr.H01877.1.p,41848.36564
Eucgr.A01395.1.p,40010.46444
Eucgr.A02225.1.p,52465.33224
Eucgr.A01711.1.p,25154.33994
Eucgr.A02971.2.p,43860.76504
Eucgr.A00283.1.p,35879.09604
Eucgr.A02865.1.p,49928.39794
Eucgr.A00172.1.p,17206.82164
Eucgr.A01152.1.p,17794.62864
Eucgr.B02732.1.p,18335.11434
Eucgr.A01538.1.p,38429.02664
Eucgr.A02376.2.p,80541.21694
Eucgr.A00162.1.p,17332.92834
Eucgr.A01004.3.p,104985.70074
Eucgr.A01927.2.p,44886.23584
Eucgr.A00934.1.p,51603.56054
Eucgr.L00052.2.p,40950.03214
Eucgr.A02267.2.p,67327.74604
Eucgr.A02367.1.p,8897.14194
Eucgr.A02596.2.p,21882.37254
Eucgr.L00008.1.p,53014.48774
Eucgr.A01428.1.p,15396.44334
Eucgr.A01496.2.p,90686.33844
Eucgr.A02793.4.p,29133.37214
Eucgr.A02344.1.p,106206.04204
Eucgr.A00378.1.p,11530.86094
Eucgr.A00188.1.p,17251.82934
Eucgr.A01802.1.p,39788.94694
Eucgr.A01833.1.p,37458.48654
Eucgr.A00976.1.p,27697.01874
Eucgr.A00248.1.p,68587.58604
Eucgr.A01141.1.p,34469.97464
Eucgr.A00168.1.p,16865.43704
Eucgr.A02337.1.p,45254.13684
Eucgr.A00687.1.p,24498.97474
Eucgr.A01047.1.p,28586.66474
Eucgr.A01380.1.p,81721.23494
Eucgr.A01923.1.p,51361.52724
Eucgr.L00009.1.p,43206.91044
Eucgr.H01883.1.p,38718.74504
Eucgr.A02108.1.p,49866.30944
Eucgr.A02348.2.p,153144.65954
Eucgr.A02519.2.p,22900.44364
Eucgr.B02771.1.p,20678.82854
Eucgr.A01915.2.p,110020.94604
Eucgr.A01180.1.p,27459.21214
Eucgr.A02359.1.p,111476.02584
Eucgr.A02140.1.p,101881.16934
Eucgr.A01949.4.p,33161.82924
Eucgr.A02097.5.p,44253.66464
Eucgr.A02910.1.p,34424.80494
Eucgr.H01880.1.p,36698.31934
Eucgr.A01198.1.p,27465.15574
Eucgr.A00407.1.p,49959.16424
Eucgr.B02811.4.p,47068.81264
Eucgr.A01774.1.p,34779.41594
Eucgr.A02209.2.p,53183.95904
Eucgr.A01109.2.p,55412.86034
Eucgr.A02024.1.p,49336.72204
Eucgr.A02039.1.p,28034.42264
Eucgr.A02792.2.p,19465.09114
Eucgr.A00878.1.p,24663.68664
Eucgr.A01086.1.p,38963.48784
Eucgr.A00353.1.p,25917.54254
Eucgr.A01204.1.p,23592.82184
Eucgr.A01801.1.p,44128.64364
Eucgr.A00926.1.p,52596.54924
Eucgr.A02371.1.p,29804.68554
Eucgr.A00394.3.p,67575.46854
Eucgr.A00426.1.p,35604.84394
Eucgr.A01129.1.p,86481.48794
Eucgr.A01389.1.p,40230.56564
Eucgr.A02118.1.p,68419.64444
Eucgr.A00143.1.p,16826.41524
Eucgr.B02718.1.p,32398.69644
Eucgr.A00959.2.p,82380.39934
Eucgr.B02777.1.p,25413.22764
Eucgr.A02042.1.p,41002.52644
Eucgr.A01959.2.p,54385.06054
Eucgr.A02734.2.p,79268.00544
Eucgr.L00055.1.p,38503.63814
Eucgr.A01869.1.p,27104.25964
Eucgr.A00018.1.p,36387.33034
Eucgr.A01783.1.p,26805.67584
Eucgr.A01064.1.p,64740.88204
Eucgr.L00023.2.p,34441.72614
Eucgr.A02763.1.p,31454.82934
Eucgr.A02930.1.p,16488.88884
Eucgr.A02451.1.p,44975.39124
Eucgr.A02306.1.p,51228.49944
Eucgr.A02447.1.p,36847.86804
Eucgr.A01769.1.p,26813.56634
Eucgr.A00390.1.p,38140.01344
Eucgr.A00868.1.p,60432.46554
Eucgr.A01600.2.p,31431.89314
Eucgr.A02888.1.p,72386.38444
Eucgr.A02989.1.p,13274.09364
Eucgr.A00608.1.p,29971.14944
Eucgr.A02790.1.p,68233.06164
Eucgr.A02695.1.p,51989.41854
Eucgr.A02929.1.p,30610.40114
Eucgr.A02662.1.p,34399.37624
Eucgr.A01955.2.p,57193.75214
Eucgr.A02778.2.p,145838.83154
Eucgr.A02546.1.p,69967.42974
Eucgr.A00781.1.p,15152.52384
Eucgr.A01976.2.p,35608.92244
Eucgr.A00739.2.p,26684.31194
Eucgr.A02619.1.p,29566.76574
Eucgr.A02995.1.p,25677.94204
Eucgr.A02764.1.p,26845.35064
Eucgr.A02656.1.p,62538.60854
Eucgr.A01238.1.p,25499.11814
Eucgr.A02536.1.p,68914.69624
Eucgr.A02940.3.p,25959.60874
Eucgr.A02874.1.p,25791.63354
Eucgr.A01460.1.p,45826.37744
Eucgr.A02177.1.p,46908.22304
Eucgr.A00529.2.p,41631.36204
Eucgr.A00380.1.p,124713.23964
Eucgr.A01734.1.p,66795.86694
Eucgr.A02100.1.p,53952.53794
Eucgr.A02107.1.p,15707.64594
Eucgr.B02780.1.p,25338.12864
Eucgr.B02755.2.p,44607.66794
Eucgr.A02601.1.p,52816.99764
Eucgr.H01876.2.p,37498.41854
Eucgr.A02095.1.p,58247.87714
Eucgr.A02126.4.p,84841.61034
Eucgr.A02018.1.p,24991.25934
Eucgr.A02291.1.p,19330.34264
Eucgr.A00285.1.p,48592.60924
Eucgr.A02836.1.p,73961.87454
Eucgr.A01135.1.p,41310.26934
Eucgr.A02370.1.p,29781.66634
Eucgr.A01933.1.p,74165.95254
Eucgr.A01873.1.p,41657.21634
Eucgr.A02448.1.p,41544.36994
Eucgr.A00982.1.p,39532.90404
Eucgr.A02374.1.p,82583.78524
Eucgr.A02564.1.p,16091.36674
Eucgr.A01533.1.p,96082.75994
Eucgr.A01397.1.p,47420.03934
Eucgr.A01062.1.p,39497.20194
Eucgr.A00095.1.p,35651.76074
Eucgr.A00250.1.p,40127.89084
Eucgr.A02966.1.p,123611.71854
Eucgr.A01085.1.p,41815.74834
Eucgr.A01200.1.p,27162.10354
Eucgr.B02761.2.p,46709.91494
Eucgr.A00869.1.p,54098.29354
Eucgr.A00971.2.p,21894.41134
Eucgr.L03031.1.p,56868.17294
Eucgr.L02582.1.p,30174.01124
Eucgr.D00281.1.p,53154.35864
Eucgr.D00644.1.p,35486.76174
Eucgr.D01026.1.p,32812.53014
Eucgr.D01335.1.p,32361.05204
Eucgr.D00494.1.p,40150.41444
Eucgr.D01044.3.p,37204.03834
Eucgr.D01765.1.p,82569.61594
Eucgr.D02120.1.p,35654.90204
Eucgr.D02023.1.p,85561.83344
Eucgr.D01509.1.p,40200.45774
Eucgr.D01791.1.p,41692.54224
Eucgr.D00613.1.p,18384.58314
Eucgr.D00483.2.p,113200.70274
Eucgr.D00699.2.p,40543.81434
Eucgr.D02383.1.p,109567.14424
Eucgr.D01839.1.p,62353.11904
Eucgr.D02190.2.p,55120.87094
Eucgr.D01848.1.p,59700.89724
Eucgr.D01990.1.p,16522.72454
Eucgr.D01310.1.p,47570.01674
Eucgr.D01216.1.p,60374.20224
Eucgr.D01341.2.p,48377.17784
Eucgr.D00177.1.p,41804.67554
Eucgr.D02017.3.p,25723.06994
Eucgr.D00234.3.p,9877.58664
Eucgr.D02284.1.p,46525.62354
Eucgr.D01905.1.p,73158.23094
Eucgr.D01223.1.p,18010.51124
Eucgr.D00028.1.p,20101.06994
Eucgr.D02256.1.p,34164.97604
Eucgr.D02080.1.p,70210.38474
Eucgr.D00957.1.p,23176.31734
Eucgr.D02006.1.p,61594.35014
Eucgr.D00322.1.p,38825.47234
Eucgr.D01354.1.p,108115.44034
Eucgr.D01833.1.p,101642.36584
Eucgr.D02251.1.p,66712.48814
Eucgr.D02642.2.p,27791.11314
Eucgr.D01707.2.p,96670.61674
Eucgr.D01171.1.p,20045.71564
Eucgr.D01098.1.p,19814.49024
Eucgr.D01945.1.p,39893.86824
Eucgr.D02221.1.p,38148.77544
Eucgr.D02207.1.p,33274.53784
Eucgr.D02179.2.p,17345.43024
Eucgr.D00854.1.p,24617.13234
Eucgr.D02270.1.p,59050.37184
Eucgr.D02094.1.p,36438.92124
Eucgr.D01515.1.p,32304.67614
Eucgr.D01324.4.p,126711.98744
Eucgr.D01027.1.p,53326.95714
Eucgr.D02502.5.p,16534.96884
Eucgr.D00645.1.p,35199.24904
Eucgr.D02121.1.p,13114.11504
Eucgr.D00127.1.p,44310.01224
Eucgr.D00590.1.p,102610.92274
Eucgr.D00858.1.p,37004.84914
Eucgr.D01648.1.p,24089.43124
Eucgr.D01888.1.p,26171.46834
Eucgr.D02024.1.p,65124.22364
Eucgr.D00261.2.p,80910.01084
Eucgr.D00261.3.p,81272.65344
Eucgr.D01931.1.p,51101.21794
Eucgr.D02467.1.p,80298.98284
Eucgr.D02302.1.p,75051.18094
Eucgr.D02072.1.p,85796.24574
Eucgr.D01239.1.p,37319.80844
Eucgr.D00574.1.p,39638.05074
Eucgr.D01130.2.p,36602.28314
Eucgr.D01944.1.p,36888.22584
Eucgr.D01183.1.p,48095.85804
Eucgr.D02183.1.p,25574.80024
Eucgr.D02259.1.p,37150.65934
Eucgr.D00178.3.p,28583.05124
Eucgr.D02462.1.p,17138.19814
Eucgr.D02445.1.p,40572.49064
Eucgr.D02351.1.p,58735.40874
Eucgr.D01338.1.p,51785.84014
Eucgr.D01688.1.p,38239.29714
Eucgr.D02241.4.p,25982.58284
Eucgr.D01996.1.p,66885.11554
Eucgr.D00194.1.p,22531.86534
Eucgr.D01135.1.p,25881.58344
Eucgr.D01798.1.p,27967.59474
Eucgr.D01759.1.p,14707.61834
Eucgr.D02508.2.p,16331.78404
Eucgr.D00191.1.p,37284.94954
Eucgr.D02263.1.p,34444.30894
Eucgr.D02637.1.p,44184.59924
Eucgr.D01856.1.p,19471.24534
Eucgr.D02358.1.p,37927.05694
Eucgr.D02073.2.p,24344.31634
Eucgr.D02339.2.p,17545.45704
Eucgr.D02118.2.p,39211.80254
Eucgr.D02118.3.p,37065.42124
Eucgr.D00551.1.p,49748.71034
Eucgr.D02465.1.p,54581.90054
Eucgr.D02015.3.p,48284.03314
Eucgr.D02325.2.p,54881.78824
Eucgr.D00882.1.p,21582.79374
Eucgr.D01750.1.p,38557.78654
Eucgr.D01093.1.p,44706.77154
Eucgr.D02563.1.p,68423.05804
Eucgr.D00629.1.p,52541.92004
Eucgr.D00614.1.p,64300.91354
Eucgr.D00320.1.p,28092.08334
Eucgr.D01220.1.p,16200.54844
Eucgr.D00484.1.p,56434.24274
Eucgr.D02555.1.p,55457.08764
Eucgr.D01327.1.p,38696.49994
Eucgr.D00609.1.p,32962.83814
Eucgr.D01829.1.p,99512.53084
Eucgr.D02357.1.p,49719.11124
Eucgr.D02202.1.p,43297.11244
Eucgr.D02448.1.p,15535.38764
Eucgr.D02227.2.p,28967.95094
Eucgr.D02258.2.p,32114.71744
Eucgr.D01892.1.p,24196.27734
Eucgr.D02319.1.p,28805.37694
Eucgr.D02487.1.p,12996.78544
Eucgr.D00111.2.p,42314.33584
Eucgr.D02152.1.p,25679.38674
Eucgr.D01184.2.p,14439.75674
Eucgr.D02110.1.p,105385.13924
Eucgr.D02253.2.p,32148.76894
Eucgr.D02028.2.p,31178.68334
Eucgr.D01336.1.p,32124.57954
Eucgr.D01904.1.p,24201.24764
Eucgr.D00619.2.p,10862.55424
Eucgr.D01169.1.p,68713.42424
Eucgr.D02313.3.p,46757.04694
Eucgr.D00305.2.p,49453.22334
Eucgr.D01734.3.p,73113.20844
Eucgr.D02491.1.p,35508.88084
Eucgr.D00301.2.p,13518.61934
Eucgr.D01840.1.p,86441.99514
Eucgr.D00260.1.p,80379.36554
Eucgr.D02466.1.p,80715.55184
Eucgr.D00723.1.p,16379.79924
Eucgr.D01857.1.p,18777.15214
Eucgr.D00571.1.p,61494.49974
Eucgr.D01934.2.p,32643.31804
Eucgr.D00992.2.p,10566.27704
Eucgr.D01898.1.p,24254.37524
Eucgr.D01092.1.p,15537.05134
Eucgr.D02095.1.p,41402.82924
Eucgr.D00323.1.p,115736.91224
Eucgr.D01807.1.p,30740.61694
Eucgr.D02626.3.p,28256.03004
Eucgr.D01115.1.p,29935.13414
Eucgr.D02125.1.p,26343.44674
Eucgr.D02588.1.p,23580.54124
Eucgr.D00188.1.p,90384.05974
Eucgr.D01779.1.p,26236.63064
Eucgr.D02643.1.p,41525.66554
Eucgr.L01848.1.p,32739.58194
Eucgr.L03428.2.p,36408.33104
Eucgr.L01912.1.p,10299.11104
Eucgr.L01179.3.p,22211.41814
Eucgr.L03567.1.p,16025.50894
Eucgr.L03085.1.p,17545.28604
Eucgr.L02575.1.p,51932.11614
Eucgr.F04354.1.p,76177.74004
Eucgr.F04339.2.p,29124.31664
Eucgr.F01853.1.p,27988.05264
Eucgr.F04109.1.p,23862.43564
Eucgr.F02997.1.p,54268.77804
Eucgr.F01299.1.p,43010.82584
Eucgr.F03104.1.p,59833.10484
Eucgr.F03922.1.p,50064.63094
Eucgr.F02033.1.p,35941.40884
Eucgr.F03709.1.p,99560.23914
Eucgr.F03918.2.p,19996.70544
Eucgr.F03703.1.p,24793.24604
Eucgr.F02133.1.p,67999.52854
Eucgr.F01691.1.p,29965.19594
Eucgr.F00026.5.p,80754.46934
Eucgr.F03876.1.p,30776.00474
Eucgr.F03789.1.p,28103.73794
Eucgr.F01413.1.p,37051.86934
Eucgr.F01413.2.p,35674.59134
Eucgr.F01141.1.p,55586.04894
Eucgr.F02746.1.p,48689.41444
Eucgr.F04219.1.p,19775.16474
Eucgr.F04342.1.p,40861.87624
Eucgr.F01229.1.p,110131.59714
Eucgr.F04330.1.p,68960.44934
Eucgr.F00997.1.p,30435.95324
Eucgr.F01378.4.p,27031.92974
Eucgr.F02167.4.p,47211.86714
Eucgr.F03591.1.p,55518.68904
Eucgr.F03641.1.p,17570.19794
Eucgr.F01888.1.p,49367.83834
Eucgr.F02571.1.p,43505.23264
Eucgr.F04363.1.p,49940.28204
Eucgr.F02968.1.p,31193.44994
Eucgr.F02346.2.p,13835.14414
Eucgr.F01584.3.p,33853.99914
Eucgr.F03503.2.p,41755.09364
Eucgr.F03957.1.p,51757.11304
Eucgr.F00121.1.p,80307.65784
Eucgr.F02124.1.p,29394.03294
Eucgr.F03697.1.p,19801.02154
Eucgr.F04018.1.p,35030.17574
Eucgr.F03980.1.p,85929.71014
Eucgr.F02497.3.p,22176.79104
Eucgr.F04195.1.p,38227.27074
Eucgr.B00046.2.p,33819.01604
Eucgr.F01437.2.p,106619.65494
Eucgr.F01209.1.p,36225.86524
Eucgr.F00471.1.p,61232.69894
Eucgr.F03446.1.p,19705.39704
Eucgr.F01149.2.p,47963.83544
Eucgr.F03011.3.p,103388.73484
Eucgr.F02953.2.p,37992.67004
Eucgr.F04229.1.p,16693.30304
Eucgr.F01447.2.p,15947.09494
Eucgr.F01712.2.p,55884.24354
Eucgr.F03383.1.p,21865.08374
Eucgr.F01825.1.p,246175.71724
Eucgr.F02611.1.p,56880.79214
Eucgr.F03106.2.p,13935.07584
Eucgr.F03131.1.p,73413.61964
Eucgr.F00723.1.p,26785.68094
Eucgr.F03055.2.p,21548.66384
Eucgr.F02990.1.p,34682.12604
Eucgr.F01589.1.p,37717.42234
Eucgr.F00183.2.p,23488.88754
Eucgr.F02299.1.p,63888.38834
Eucgr.F01365.2.p,25584.59034
Eucgr.F02946.1.p,97204.53404
Eucgr.F02481.1.p,36861.60434
Eucgr.F02423.2.p,33999.74544
Eucgr.F03138.1.p,64397.37874
Eucgr.F00373.1.p,38364.42924
Eucgr.F01506.1.p,38056.94774
Eucgr.F00330.3.p,28758.13014
Eucgr.F04068.1.p,31815.92234
Eucgr.F03879.1.p,242139.34394
Eucgr.F03586.1.p,94084.77504
Eucgr.F03646.1.p,16971.20064
Eucgr.F04189.1.p,17577.51894
Eucgr.F04457.1.p,119985.60774
Eucgr.H00972.1.p,93769.06394
Eucgr.F03770.1.p,50369.83714
Eucgr.F03885.1.p,87845.71454
Eucgr.F03148.3.p,17420.89724
Eucgr.F01173.2.p,16631.98084
Eucgr.F03633.1.p,141777.05814
Eucgr.F03038.1.p,15208.63314
Eucgr.F02921.1.p,17217.64724
Eucgr.F03224.1.p,40959.71994
Eucgr.F02613.1.p,24486.84154
Eucgr.F00250.1.p,36772.84624
Eucgr.F01077.1.p,25773.36414
Eucgr.F01789.1.p,89575.02164
Eucgr.F02574.1.p,47694.19964
Eucgr.F03504.3.p,61530.82654
Eucgr.F04114.1.p,67989.78214
Eucgr.F02061.2.p,35689.29854
Eucgr.F01878.1.p,14787.05764
Eucgr.F00627.1.p,24968.65324
Eucgr.F00027.1.p,84165.86514
Eucgr.F01183.1.p,24233.25824
