licor_number,file_name,licor_date,licor_remarks,sample,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,CsMchSD,HsMchSD,CrMchSD,HrMchSD,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo1 mid,T182,1405.500021,0,3.090997807,0.032895212,230.011204,0.519185109,1.480470926,24.943573,6,1.42,0.5,2.556,28.24387169,24.943573,30.11168671,399.8337402,389.9257507,16.232584,17.76675034,40.07975769,43.8677597,199.4415588,1499.60376,0.247302204,95.03851318,0.165874094,-0.098177828,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332402598,0.000519185,298.093573,301.3938717,239.9365956,3.025289639,3.168996463,33.34433965,15.57758931,26.59372235,3.494639159,0.032477236,1.688525536,1.806113623,0.020335416,21.85992284,0.589884622,52.66663097,388.2931814,0.004192514
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo1 mid,T182,1745.500021,0,12.85552097,0.031626278,1067.072956,0.516481843,1.53116848,25.11380196,6,1.42,0.5,2.556,28.28860664,25.11380196,30.10116768,1803.095459,1761.683228,16.04484749,17.57134438,39.51779175,43.27749252,199.4396057,1500.425903,0.153189704,95.04944611,-17.10697174,-0.097127929,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332399343,0.000516482,298.263802,301.4386066,240.0681385,3.010775901,3.201315031,33.68052274,16.10917836,26.7012043,3.516828009,0.031239738,1.670146551,1.846681458,0.0195592,101.4246935,0.605712162,51.51268376,1754.89334,0.003773576
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo1 new,T181,694.0000206,0,2.537926344,0.02741095,233.9855746,0.45813017,1.564085097,25.30646706,6,1.42,0.5,2.556,28.32434082,25.30646706,30.10222435,400.1069031,391.9325867,16.26036263,17.61416626,39.963974,43.2912941,199.4649353,1498.875488,0.209262609,95.04595184,0.071440697,-0.091004953,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332441559,0.00045813,298.4564671,301.4743408,239.8200721,3.016404062,3.238240295,34.07026004,16.45609378,26.81540394,3.540538354,0.02712011,1.674155198,1.866383156,0.016975961,22.23938166,0.597004645,50.94431411,390.5921326,0.003310177
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo1 new,T181,929.0000205,0,9.837337101,0.020575002,963.0525181,0.349444157,1.585489289,25.22962761,6,1.42,0.5,2.556,28.29838181,25.22962761,30.10239029,1802.172241,1770.71875,16.20200157,17.23506355,39.87722397,42.41985321,199.4583893,1499.160767,0.12415228,95.03765106,-16.71912956,-0.079775058,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332430649,0.000349444,298.3796276,301.4483818,239.8657167,3.080818608,3.223469245,33.91781267,16.68274912,26.76400471,3.529849534,0.020410702,1.637979956,1.891869579,0.012771349,91.52624917,0.543876614,49.92625592,1765.522973,0.002781847
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo1 old,T183,2321.00002,0,1.712561638,0.017636537,229.2704106,0.321214629,1.697871336,25.6721344,6,1.42,0.5,2.556,27.57862282,25.6721344,29.0844059,400.2310486,394.6984253,16.00514603,16.95495605,41.08453369,43.52265549,199.4725952,1500.506226,0.227281392,95.04450989,0.092536926,-0.076660551,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332454325,0.000321215,298.8221344,300.7286228,240.0809902,2.935948757,3.309346824,34.81891619,17.86396014,26.62537861,3.501161625,0.017515678,1.611475488,1.889686137,0.010958093,21.79089381,0.580874906,47.69216313,393.7939033,0.002074074
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo1 old,T183,2608.00002,0,8.465693203,0.0184937,1001.722767,0.313759073,1.583221573,25.00357246,6,1.42,0.5,2.556,26.97358704,25.00357246,28.57679176,1803.759033,1776.620728,15.87753201,16.80534744,42.22497559,44.69242096,199.4919891,1500.393555,0.060074713,95.03720856,-16.82182503,-0.070194446,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332486649,0.000313759,298.1535725,300.123587,240.0629628,2.949322766,3.180354882,33.46431288,16.65896544,25.98857975,3.371978876,0.018360852,1.59713331,1.774845567,0.011487394,95.20093556,0.563836024,49.30202918,1772.149411,0.002355196
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo2 mid,T186,4148.000021,0,2.584941494,0.047315067,293.409707,0.757223885,1.509371051,25.14016342,6,1.42,0.5,2.556,27.44316483,25.14016342,29.09068298,399.7749634,391.1101379,15.61673737,17.85340881,40.40900803,46.19649506,199.5031128,1500.888672,0.048059653,95.05044556,0.328152835,-0.094972044,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332505188,0.000757224,298.2901634,300.5931648,240.1421815,2.764520349,3.206345513,33.73309293,15.87968412,26.29166413,3.432934622,0.046455119,1.696974462,1.73596016,0.029110505,27.88872338,0.75019714,52.55737834,389.7448519,0.003485813
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo2 mid,T186,4488.00002,0,8.104760917,0.029835555,1295.149402,0.470344253,1.478438912,24.55264854,6,1.42,0.5,2.556,27.25834656,24.55264854,29.08989906,1800.105469,1773.213745,15.62429619,17.01521873,40.87147522,44.50998306,199.4393921,1500.197632,0.021025894,95.05703735,-16.78360176,-0.084899619,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332398987,0.000470344,297.7026485,300.4083466,240.0316151,2.969193905,3.095855194,32.56839557,15.55317684,25.90549755,3.35543553,0.029491311,1.617416282,1.738019247,0.018462691,123.113065,0.730396663,51.59554314,1768.933061,0.002363965
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo2 new,T185,3364.00002,0,3.949833226,0.06636789,281.6745879,0.962994946,1.378398611,24.78317642,6,1.42,0.5,2.556,28.99235916,24.78317642,31.07633972,399.9532471,386.9483337,15.67870331,18.52238274,37.06815338,43.79128265,199.4228973,1499.225586,0.117141381,95.04216003,0.046718977,-0.119593725,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332371496,0.000962995,297.9331764,302.1423592,239.8760878,2.92000883,3.138805876,33.02540551,14.50302277,26.88776779,3.5556348,0.064688226,1.760407265,1.795227536,0.040577766,26.77096126,0.727938495,56.06427087,384.8621542,0.005753866
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo2 new,T185,3606.500021,0,12.78814161,0.068410578,1414.542276,1.0216905,1.419319522,25.07664871,6,1.42,0.5,2.556,29.12259483,25.07664871,31.07579994,1803.156494,1759.277222,15.65875053,18.67500496,36.74324417,43.8208847,199.4414825,1500.064941,0.163198426,95.04240417,-16.76229668,-0.117904291,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332402471,0.001021691,298.2266487,302.2725948,240.0103846,2.868443801,3.194236892,33.60854473,14.93353977,27.09962177,3.600155032,0.066627318,1.774917369,1.825237662,0.041798699,134.4414987,0.8040474,55.56283046,1752.522922,0.004054414
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo2 old,T187,5721.000021,0,5.072267451,0.090734363,1653.434635,1.138208829,1.203634141,24.06788063,6,1.42,0.5,2.556,28.71178246,24.06788063,30.97738838,1802.468994,1781.112305,15.61285114,18.97182655,37.5267067,45.6002655,199.4563446,1498.45752,0.204253167,95.06593323,-18.97188759,0.539328456,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332427241,0.001138209,297.2178806,301.8617825,239.7531972,2.886572382,3.007208537,31.63287242,12.66104587,26.38983155,3.452883089,0.087623841,1.803574396,1.649308693,0.055036118,157.1853066,0.928315767,60.34376069,1778.433291,0.001721064
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo2 old,T187,6017.000019,0,0.994742262,0.054841876,358.0075382,0.769554706,1.328704635,24.21141052,6,1.42,0.5,2.556,28.80936432,24.21141052,30.99808502,400.0941162,396.1840515,15.65543079,17.92920494,37.41810608,42.85265732,199.4280396,1499.025879,0.244297966,95.06925201,-0.238266379,0.342570752,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332380066,0.000769555,297.3614105,301.9593643,239.8441346,3.074352361,3.033220738,31.90538133,13.97617639,26.51038742,3.477519507,0.053689898,1.704516103,1.773003405,0.033657817,34.03550887,0.903639449,56.01918642,395.6586595,0.001408402
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo3 mid,T190,7226.000021,0,2.448358981,0.057794348,313.9149495,0.882305962,1.446472716,24.83642197,6,1.42,0.5,2.556,28.31185341,24.83642197,30.64434624,400.1981506,391.7942505,15.29789257,17.9041729,37.63922119,44.05176544,199.4817657,1500.292236,0.205251023,95.07991791,-0.267390072,-0.085853226,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.33246961,0.000882306,297.986422,301.4618534,240.0467518,2.861271228,3.148800006,33.1174035,15.2132306,26.57413769,3.490609246,0.05651644,1.70232729,1.788281956,0.035435407,29.84700763,0.801223982,53.90247928,390.5011032,0.003379571
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo3 mid,T190,7664.50002,0,7.419688809,0.040024007,1432.064974,0.696834363,1.637775551,25.5133934,6,1.42,0.5,2.556,28.93605232,25.5133934,31.07553482,1804.012695,1777.961182,15.19425488,17.25466728,36.05361557,40.94265366,199.4195099,1499.609985,0.21326369,95.07788086,-18.09646797,-0.092317708,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.33236585,0.000696834,298.6633934,302.0860523,239.9375916,2.949992105,3.278312751,34.48028838,17.2256211,27.22472286,3.626672354,0.03940694,1.6405372,1.986135154,0.024684044,136.157703,0.805453453,49.50619448,1774.042332,0.002070529
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo3 new,T189,6441.500021,0,1.848761945,0.024574267,263.4730366,0.42886662,1.63265017,25.25636864,6,1.42,0.5,2.556,27.47215843,25.25636864,29.08891678,400.1616821,394.0906982,15.51790142,16.78659439,40.09471512,43.37272644,199.4181824,1499.571533,0.146179155,95.07305908,0.355212003,-0.06645301,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332363637,0.000428867,298.4063686,300.6221584,239.9314393,2.921349651,3.228603051,33.9591792,17.17258481,26.36426354,3.447677725,0.024340252,1.59595288,1.851724844,0.01523351,25.04918757,0.66855939,48.60930589,393.1142394,0.002286028
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo3 new,T189,6781.50002,0,8.858053263,0.018353182,959.2216876,0.31435032,1.599467447,24.86299896,6,1.42,0.5,2.556,27.33274651,24.86299896,29.08711243,1802.20459,1773.879883,15.41874027,16.34892464,40.16477585,42.58784485,199.4514465,1499.48645,0.26933071,95.07239532,-16.98267937,-0.071546964,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332419078,0.00031435,298.012999,300.4827465,239.917826,3.016535062,3.153798874,33.1726035,16.82367886,26.09787274,3.393849789,0.018222338,1.554331426,1.839518362,0.011400645,91.19550348,0.540747824,48.36752217,1769.201334,0.002421669
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo3 old,T191,8246.500021,0,1.499506834,0.051580653,337.0082028,0.874185764,1.6012245,25.51287079,6,1.42,0.5,2.556,28.90685844,25.51287079,31.07452202,399.9621582,394.4139404,15.05276489,17.63620567,35.78200912,41.92311859,199.4476013,1499.718994,0.115140848,95.08771515,-0.023443986,-0.051971849,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332412669,0.000874186,298.6628708,302.0568584,239.955033,2.853572955,3.278211001,34.47565226,16.83944659,27.20986462,3.623513999,0.050560334,1.676986501,1.946527498,0.031690321,32.04533999,0.854453071,50.84084553,393.6219474,0.001936787
MQ2,MQ2/svs-licor2-150307_.xls,150307,agaodo3 old,T191,8536.500021,0,5.205481092,0.038096207,1519.919809,0.627432025,1.54972429,24.85176468,6,1.42,0.5,2.556,28.02040291,24.85176468,30.09799385,1804.471069,1785.440918,14.99092579,16.84667778,37.51941681,42.16400909,199.4432068,1501.014648,0.149178773,95.09059906,-17.99642944,-0.080674201,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.332405345,0.000627432,298.0017647,301.1704029,240.1623377,2.952982968,3.151684972,33.14402268,16.2973449,26.4360838,3.462316973,0.037536737,1.601960682,1.860356291,0.023510092,144.5300851,0.851285413,50.30877273,1782.691544,0.001469022
MQ2,MQ2/svs140612_.xls,140612,angcos mid,KG102,9277.5,0,18.23689367,0.131440181,1486.572343,1.846921997,1.432265655,25.63697052,6,1.42,0.5,2.556,25.53721237,25.63697052,26.0291214,1799.43103,1756.401855,15.15978622,18.7899189,45.96083832,56.96653366,299.5292969,1499.143555,0.235695884,99.53127289,-12.35486889,0.206062436,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499215495,0.001846922,298.7869705,298.6872124,239.8629628,1.86154584,3.3024502,33.18002578,14.39010688,25.58709145,3.292689051,0.125011565,1.870184546,1.422504505,0.07868544,147.9604376,0.846373704,57.65094864,1746.769693,0.006018963
MQ2,MQ2/svs140612_.xls,140612,angcos mid,KG102,9401,0,6.988614106,0.084403707,240.2977333,1.306785081,1.551280003,25.70547485,6,1.42,0.5,2.556,25.48955345,25.70547485,26.03105545,399.4864197,384.4806824,15.1577301,17.72901535,46.08554077,53.90327454,299.5273438,1499.944702,0.214243457,99.53273773,3.415394783,0.217504621,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.49921224,0.001306785,298.8554749,298.6395535,239.9911463,2.129017111,3.315897438,33.31464113,15.58562578,25.59751415,3.29472665,0.08170564,1.764617435,1.530109215,0.051301764,23.91749127,0.624992995,53.5262727,380.789513,0.009823655
MQ2,MQ2/svs140613_.xls,140613,angcos mid,KG122,11486.5,0,30.8738131,0.190912508,1438.346377,2.324486563,1.264269963,25.34651566,6,1.42,0.5,2.556,24.50880814,25.34651566,24.64868164,1799.045166,1746.649536,16.553339,19.9701004,53.19858932,64.17926788,400.0395813,1499.745361,0.002002289,99.23297119,-11.10703659,0.177212015,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666732636,0.002324487,298.4965157,297.6588081,239.9592518,1.51439649,3.24596236,32.71052274,12.74042234,24.9276619,3.165990307,0.177643943,1.981692398,1.184297909,0.112147904,142.7313846,0.823488827,62.77753131,1730.342945,0.011201142
MQ2,MQ2/svs140613_.xls,140613,angcos mid,KG122,11641.5,0,14.09438267,0.190001708,245.4714752,2.118108957,1.158335485,24.55387688,6,1.42,0.5,2.556,24.3110733,24.55387688,24.65708733,399.9655457,377.6250916,16.41203308,19.52703094,53.37334061,63.50357819,400.0160522,1501.518921,0.23827149,99.23409271,3.684314728,0.173876062,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.66669342,0.002118109,297.7038769,297.4610733,240.2430214,1.707931,3.096082683,31.19978829,11.67275735,24.43247509,3.073669527,0.176855085,1.937747199,1.135922329,0.111644889,24.35913912,0.650040161,64.26949576,370.1808754,0.024470169
MQ2,MQ2/svs140617_.xls,140617,angcos mid,KG134,9506.5,0,26.28946177,0.123588178,1356.806319,1.46738068,1.212571699,24.68000412,6,1.42,0.5,2.556,24.56736755,24.68000412,25.03879547,1799.506104,1741.898193,16.20819473,19.08280754,52.27188492,61.54259491,300.4325867,1500.002319,0.053058945,99.93014526,-12.52876186,0.171932429,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500720978,0.001467381,297.8300041,297.7173676,240.000365,2.062377855,3.119519428,31.21700084,12.1341933,24.62368584,3.109035371,0.117888034,1.906947729,1.202087642,0.074171784,135.5858525,0.778924006,61.96576455,1728.012914,0.009427283
MQ2,MQ2/svs140617_.xls,140617,angcos mid,KG134,9642,0,5.207972876,0.047487185,203.1938052,0.708729644,1.481042775,25.35492134,6,1.42,0.5,2.556,24.55871391,25.35492134,25.03235054,399.5890808,388.6377563,16.28706169,17.67749596,52.55424881,57.04083252,300.4245911,1499.510864,0.019020809,99.93170929,3.272690773,0.200018138,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500707652,0.00070873,298.5049213,297.7087139,239.9217322,2.36326638,3.247585163,32.49804477,14.82054881,24.95681763,3.171500732,0.046621026,1.766542387,1.404958345,0.029214742,20.30550427,0.522835988,54.07523526,385.8870664,0.007298051
MQ2,MQ2/svs140419_.xls,140419,angcos mid,YG018,3682.5,0,10.97758528,0.140563814,243.3765022,1.868978548,1.32865611,24.97823906,6,1.42,0.5,2.556,21.69524002,24.97823906,19.93613434,398.7106934,381.1714783,16.24444771,18.995327,60.64044571,70.90946198,399.9034119,1500.061279,581.6807861,97.22910309,9.239888191,-0.089264587,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666505687,0.001868979,298.1282391,294.84524,240.0097986,1.430173894,3.175554717,32.66053698,13.66520998,23.33673954,2.877706749,0.133236643,1.846898607,1.030808142,0.083901598,23.66327902,0.6384961,59.28940378,375.3734579,0.017338852
MQ2,MQ2/svs140419_.xls,140419,angcos mid,YG018,4465,0,27.59472454,0.104694145,1283.407594,1.403381213,1.32361797,24.2264061,6,1.42,0.5,2.556,21.31128693,24.2264061,19.95662308,1798.717407,1753.628052,15.54244232,17.61070633,59.40179825,67.30651855,399.9489441,1499.679932,542.8759155,97.2324295,-4.259623528,-0.140610412,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666581574,0.001403381,297.3764061,294.4612869,239.9487831,1.725651821,3.035949732,31.22363339,13.61292706,22.76884652,2.780512206,0.100574594,1.712331762,1.068180444,0.063216696,124.7888384,0.731858499,57.06911655,1739.053374,0.009055539
MQ2,MQ2/svs140525_.xls,140525,angcos mid,YG081,10846,0,32.69000731,0.080379698,1039.43337,0.858517935,1.045384822,25.41584396,6,1.42,0.5,2.556,22.14192581,25.41584396,21.12597084,1800.251343,1731.985107,21.00182533,22.67777061,76.60440826,82.71743774,300.3852234,1500.462402,84.9728241,97.6279068,-5.163034439,-0.040578693,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500642039,0.000858518,298.565844,295.2919258,240.0739783,1.956960838,3.259368098,33.38561898,10.70784837,23.77888489,2.955424349,0.077929029,2.213983276,0.741441073,0.048920047,101.4777042,0.600139901,68.00783968,1714.719258,0.012965252
MQ2,MQ2/svs140525_.xls,140525,angcos mid,YG081,10975,0,5.7460091,0.050614485,197.4640532,0.58568221,1.119990262,25.4962101,6,1.42,0.5,2.556,22.09045982,25.4962101,21.13427925,399.6246033,387.6925964,20.92994118,22.07409286,76.57952881,80.76581573,300.3555298,1500.038452,85.27482605,97.62477875,9.36507225,-0.021051258,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.50059255,0.000585682,298.6462101,295.2404598,240.0061463,2.080716183,3.274968693,33.5464903,11.47239744,23.79333496,2.957994966,0.049631668,2.154978432,0.803016535,0.03110662,19.27738451,0.509331504,65.50627318,384.6577324,0.009785313
MQ2,MQ2/svs140608_.xls,140608,angcos mid,YG124,1954,0,37.23604731,0.16517501,1328.894128,1.812749333,1.119987823,24.86545563,6,1.42,0.5,2.556,25.94069672,24.86545563,27.00548553,1798.533447,1737.962891,18.00019264,20.66272545,52.70415878,60.49999237,400.0610962,1499.376465,0.317367613,98.45136261,-12.13395309,0.458573699,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666768494,0.001812749,298.0154556,299.0906967,239.9002284,2.041486714,3.154261299,32.03877748,11.37605203,25.40307618,3.256895615,0.155148906,2.034273476,1.222622139,0.097821619,130.8314377,0.764627447,65.74551235,1718.295965,0.014247272
MQ2,MQ2/svs140608_.xls,140608,angcos mid,YG124,2078.5,0,14.24632328,0.14600263,207.1906065,1.653046988,1.146898086,25.1045723,6,1.42,0.5,2.556,26.02487755,25.1045723,27.00734329,398.7926941,376.4931946,18.42218208,20.84967041,53.67113113,60.74336624,400.0632629,1501.265503,0.226260185,98.4503479,3.922931671,0.302897811,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666772105,0.001653047,298.2545723,299.1748776,240.2024745,2.106985484,3.199555392,32.49917811,11.6495077,25.56472493,3.288320198,0.138113382,2.052657305,1.235662892,0.086996612,20.39798729,0.550317003,65.16208609,368.9687281,0.02515986
MQ2,MQ2/svs140612_.xls,140612,angcos new,KG103,8817,0,32.89832921,0.171919,1369.866187,2.115726432,1.274077236,24.97821999,6,1.42,0.5,2.556,26.6174469,24.97821999,27.98597145,1799.125366,1725.908569,14.94486618,19.1021347,42.51001358,54.33517838,299.5204468,1498.99585,0.146165565,99.54248047,-15.24567699,0.175699353,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499200745,0.002115726,298.12822,299.7674469,239.83933,1.959662742,3.175551106,31.9014665,12.7993318,25.79783345,3.334102914,0.161084315,1.90147387,1.432629043,0.101598117,136.3598782,0.793707275,61.42330765,1708.532691,0.011827249
MQ2,MQ2/svs140612_.xls,140612,angcos new,KG103,8990.5,0,10.70119121,0.124061235,226.4040531,1.793054592,1.469236534,25.73262787,6,1.42,0.5,2.556,26.90493393,25.73262787,27.98256874,400.2112732,377.4234009,15.08181381,18.60614967,42.17777634,52.03392792,299.5786133,1499.229004,0.105118982,99.53720856,2.555653572,0.182537198,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.499297689,0.001793055,298.8826279,300.0549339,239.8766346,2.063716356,3.321240734,33.36682615,14.76067648,26.3187809,3.438434899,0.118318385,1.8520042,1.586430698,0.074444362,22.53562745,0.599867556,56.68458159,371.7713633,0.016316279
MQ2,MQ2/svs140613_.xls,140613,angcos new,KG123,10962.5,0,27.18424969,0.33900067,1577.425437,3.372644053,1.088065357,25.1801281,6,1.42,0.5,2.556,25.32412338,25.1801281,25.62454796,1799.41333,1749.78772,16.47388077,21.42417526,50.42820358,65.5815506,400.0232239,1498.898438,0.116128497,99.22994232,-11.87504196,0.148962274,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666705373,0.003372644,298.3301281,298.4741234,239.8237441,1.098416195,3.213985033,32.38926636,10.9650911,25.25212574,3.227788012,0.299304149,2.125919675,1.101868337,0.190267859,156.5278351,0.901495318,69.28370421,1735.429842,0.01085279
MQ2,MQ2/svs140613_.xls,140613,angcos new,KG123,11110.5,0,17.00696461,0.328895252,275.2617852,3.279546845,1.086805205,25.13044167,6,1.42,0.5,2.556,25.27627945,25.13044167,25.63277817,400.1967773,372.8521118,16.52735901,21.3416996,50.7348671,65.51369476,399.9994202,1499.794067,0.228249609,99.22753906,3.787372589,0.141182199,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.6666657,0.003279547,298.2804417,298.4262795,239.9670447,1.149058761,3.204489536,32.29435665,10.95265705,25.20336056,3.218433381,0.291399233,2.117684331,1.10074905,0.185158972,27.31354954,0.73825996,69.12339105,363.8695601,0.032307706
MQ2,MQ2/svs140617_.xls,140617,angcos new,KG135,9131.5,0,10.48971338,0.121091227,225.8934913,1.585507115,1.335013551,25.40772438,6,1.42,0.5,2.556,24.84327316,25.40772438,25.02293205,398.8262939,376.6863098,16.13441086,19.23965836,51.18740463,61.03899002,300.4596252,1498.841675,0.291331261,99.93846893,3.545090675,0.176370829,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500766042,0.001585507,298.5577244,297.9932732,239.814662,1.935201854,3.25779555,32.59801341,13.35835505,25.12549877,3.203546248,0.115613982,1.922781999,1.280764249,0.072731651,22.57544966,0.59968596,59.83346381,371.1459682,0.016910756
MQ2,MQ2/svs140617_.xls,140617,angcos new,KG135,9475.5,0,26.03523628,0.137699679,1395.233254,1.58799136,1.183974383,24.65588379,6,1.42,0.5,2.556,24.58135033,24.65588379,25.02989006,1799.499146,1741.982666,16.21198273,19.3219223,52.24603653,62.26837921,300.4511719,1500.353882,0.171198457,99.94094086,-12.52876186,0.171932429,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500751953,0.001587991,297.8058838,297.7313503,240.0566151,2.005207772,3.115025477,31.16866271,11.84674041,24.61861706,3.108093294,0.130660587,1.931051094,1.1770422,0.082267399,139.4409241,0.800945544,63.00039935,1728.231661,0.009490801
MQ2,MQ2/svs140617_.xls,140617,angcos new,KG135,9911.5,0,11.45792118,0.083728805,1510.297974,1.177368157,1.414543133,25.33573341,6,1.42,0.5,2.556,24.73727608,25.33573341,25.02941322,1800.422729,1773.367554,15.99558926,18.30411148,51.0707016,58.44134903,300.4045105,1499.328613,0.14215523,99.94140625,-12.56959438,0.195104808,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500674184,0.001177368,298.4857334,297.8872761,239.8925721,2.144919484,3.243881774,32.45783601,14.15372453,25.03650475,3.18660436,0.081073035,1.829338641,1.357265719,0.050902741,150.9413034,0.851655355,56.67706914,1767.315835,0.003674507
MQ2,MQ2/svs140617_.xls,140617,angcos new,KG135,10015.5,0,3.376642146,0.041961479,253.3142075,0.670924624,1.583301148,25.663414,6,1.42,0.5,2.556,24.80466461,25.663414,25.03312302,399.5193787,392.2497864,15.9367094,17.25358963,50.67794037,54.86555099,300.4140015,1499.251221,0.16285184,99.94060516,3.738938332,0.215221614,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500690003,0.000670925,298.813414,297.9546646,239.8801894,2.372738265,3.307635337,33.09601069,15.84242106,25.23403931,3.224315721,0.04128373,1.724334189,1.499981532,0.025862379,25.31637519,0.645798204,51.68885858,390.4663486,0.004469906
MQ2,MQ2/svs140419_.xls,140419,angcos new,YG017,3449,0,8.208761192,0.07925181,207.338672,1.396157675,1.719064601,26.32952499,6,1.42,0.5,2.556,22.65935135,26.32952499,20.88322258,399.17276,386.0485229,15.64880371,17.7063694,55.08473969,62.32749557,399.9201965,1499.872925,524.3207397,97.22782135,9.188069344,-0.105881408,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666533661,0.001396158,299.479525,295.8093514,239.979662,1.616600885,3.440616322,35.38715847,17.68078907,24.49443817,3.085091344,0.076868414,1.721551721,1.363539623,0.048251354,20.15908736,0.537079304,50.21716921,381.7129096,0.010799235
MQ2,MQ2/svs140419_.xls,140419,angcos new,YG017,4289.5,0,19.0493406,0.054680918,1164.076805,0.845441551,1.497423211,24.88942909,6,1.42,0.5,2.556,21.38332367,24.88942909,19.9548111,1799.440674,1768.622803,15.84015083,17.08668327,60.27196884,65.01503754,399.9875488,1499.460938,578.7990723,97.23091125,-5.029765129,-0.130497649,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.666645915,0.000845442,298.0394291,294.5333237,239.9137441,1.935295755,3.158776996,32.48737418,15.40069091,23.13637638,2.843080781,0.053535622,1.661353785,1.181726996,0.03356081,113.1842485,0.658182628,52.40808507,1758.561532,0.005677023
MQ2,MQ2/svs140525_.xls,140525,angcos new,YG082,11763.5,0,10.67737479,0.101951008,199.5864528,1.084130026,1.049641958,25.18787384,6,1.42,0.5,2.556,22.23797035,25.18787384,21.13430405,400.1062012,377.959198,20.07049942,22.18804359,72.7687912,80.44628143,300.3692627,1489.503784,542.5393066,97.6122818,6.489980698,-0.021724552,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.500615438,0.00108413,298.3378738,295.3879704,238.3205995,1.862519142,3.215467522,32.94121869,10.7531751,23.7129221,2.943714597,0.098040474,2.165825563,0.777889034,0.06161503,19.48208907,0.528063489,67.71876161,372.3197395,0.019420367
