batch_number,extraction_number,sample_number,species_field,species_confirmed,Latitude,Longitude,Elevation_GPS_notebook,Elevation_map,family,leaf_age,biological_rep,site,site_revised,date,leaf_FW_check,whole_leaf_FW,tech_rep_1_FW,tech_rep_2_FW,tech_rep_3_FW,WRONGtech_rep_4_FW,WRONGtech_rep_4_DW,tech_rep_4_FW,tech_rep_4_DW,whole_leaf_area(cm2),whole_leaf_area_per_whole_leaf_FW(cm2/g),tech_rep_1_leaf_area,tech_rep_2_leaf_area,tech_rep_3_leaf_area,tech_rep_4_leaf_area,technical_rep_used_for_ovalbumin_calculation,ovalbumin_added(5uL_of_0.5mg/mL_per_cm2),random_number,notes,I don't know why these numbers are here,"Protein Extract Concentration (protein assay, ug/uL)",Protein Assay %CV,Protein Extract Volume (uL),"Extract Protein Amount (ug, protein assay)","Protein per FW (mg/g, protein assay)","Protein per DW (mg/g, protein assay)","Protein per Leaf Area (mg/cm2, protein assay)",%Ovalbumin of Total Protein,"Digest Protein Amount (ug)
",Amount Protease in Digest (ug),uL Protein Extract per Digest,Date of ASPEX,ASPEX Batch,LWC,LMA
20,20-20,QL047,acacel,acacel,-17.37241,145.74322,,,Mimosaceae,mid,1,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.01268,1.28648,0.06730,0.08082,0.09406,1.03162,0.45214,1.03162,0.45214,32.166,25.00310926,1.682709253,2.02075129,2.351792457,25.79370757,1,8.4,0.775862541,,,,,,,,,,,,,,,,0.561718462,0.017529081
20,20-04,QL048,acacel,acacel,-17.37241,145.74322,,,Mimosaceae,old,1,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.01692,1.17908,0.07156,0.09640,0.08512,0.90908,0.37398,0.90908,0.37398,31.44,26.66485735,1.908137192,2.570492248,2.269712657,24.24048852,1,9.5,0.703305462,,,,,,,,,,,,,,,,0.588617063,0.015427907
,,QL049,acacel,acacel,-17.37241,145.74322,,,Mimosaceae,sen,1,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.00168,0.20706,0.07264,0.04926,0.05876,0.02472,0.02228,0.02472,0.02228,,0,0,0,0,0,1,0.0,,Senescent leaf taken from the tree sampled in rep 2,,,,,,,,,,,,,,,0.098705502,NA
18,18-25,QL050,acacel,acacel,-17.37241,145.74322,,,Mimosaceae,new,2,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.00510,1.24162,0.06490,0.05618,0.08178,1.03366,0.32218,1.03366,0.32218,28.549,22.9933474,1.492268246,1.291766257,1.88039595,23.76730347,1,7.5,0.45826008,,,,,,,,,,,,,,,,0.688311437,0.013555598
20,20-40,QL051,acacel,acacel,-17.37241,145.74322,,,Mimosaceae,mid,2,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.00676,0.82958,0.09920,0.09058,0.10220,0.53084,0.15834,0.53084,0.15834,18.55,22.36071265,2.218182695,2.025433352,2.285264833,11.8699607,1,11.1,0.849295869,,,,,,,,,,,,,,,,0.701718032,0.013339556
16,16-41,QL052,acacel,acacel,-17.37241,145.74322,,,Mimosaceae,old,2,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.00856,0.95992,0.07884,0.07580,0.10256,0.69416,0.26754,0.69416,0.26754,22.498,23.43736978,1.847802234,1.776552629,2.403736645,16.26928461,1,9.2,0.151326692,,,,,,,,,,,,,,,,0.614584534,0.016444485
,,QL053,acacel,acacel,-17.37241,145.74322,,,Mimosaceae,sen,2,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.00234,0.29846,0.07724,0.07256,0.06010,0.08622,0.06072,0.08622,0.06072,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.295755045,NA
17,17-02,QL054,acacel,acacel,-17.36894,145.74353,,,Mimosaceae,new,3,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.00720,0.94186,0.08646,0.07956,0.10396,0.66468,0.2237,0.66468,0.2237,24.627,26.1471981,2.260686747,2.080271081,2.718262714,17.37951963,1,11.3,0.192030984,,,,,,,,,,,,,,,,0.663447072,0.012871472
19,19-41,QL055,acacel,acacel,-17.36894,145.74353,,,Mimosaceae,mid,3,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.00766,0.82718,0.09558,0.08994,0.05796,0.57604,0.19802,0.57604,0.19802,19.552,23.63693513,2.25921826,2.125905946,1.36999676,13.61582011,1,11.3,0.663983512,,,,,,,,,,,,,,,,0.65623915,0.014543377
20,20-10,QL056,acacel,acacel,-17.36894,145.74353,,,Mimosaceae,old,3,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.00894,1.37076,0.06924,0.06452,0.06088,1.16718,0.44406,1.16718,0.44406,34.466,25.14371589,1.740950889,1.62227255,1.530749424,29.34724232,1,8.7,0.743875415,,,,,,,,,,,,,,,,0.619544543,0.015131234
,,QL057,acacel,acacel,-17.36894,145.74353,,,Mimosaceae,sen,3,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.00498,0.64696,0.07958,0.05546,0.06876,0.43818,0.32746,0.43818,0.32746,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.252681546,NA
25,25-27,QL058,grehil,grehil,-17.96665,145.96806,,,Proteaceae,new,1,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.04556,2.83406,0.06544,0.05406,0.09300,2.57600,1.38104,2.576,1.38104,,0,0,0,0,0,1,0.0,0.399988227,,,,,,,,,,,,,,,,0.463881988,NA
24,24-42,QL059,grehil,grehil,-17.96665,145.96806,,,Proteaceae,mid,1,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.02580,3.61036,0.06452,0.06770,0.05882,3.39352,1.8148,3.39352,1.8148,,0,0,0,0,0,1,0.0,0.33019991,,,,,,,,,,,,,,,,0.465216059,NA
31,31-10,QL060,grehil,grehil,-17.96665,145.96806,,,Proteaceae,old,1,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.03550,4.22188,0.08648,0.06488,0.06272,3.97230,2.21678,3.9723,2.21678,,0,0,0,0,0,1,0.0,0.99430143,,,,,,,,,,,,,,,,0.441940438,NA
,,QL061,grehil,grehil,-17.96665,145.96806,,,Proteaceae,sen,1,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01968,1.45952,0.05352,0.08546,0.07002,1.23084,1.07426,1.23084,1.07426,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.127213935,NA
24,24-12,QL062,grehil,grehil,-17.96665,145.96806,,,Proteaceae,new,2,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01976,2.35548,0.10216,0.06792,0.08576,2.07988,1.10214,2.07988,1.10214,,0,0,0,0,0,1,0.0,0.26596155,,,,,,,,,,,,,,,,0.470094429,NA
22,22-08,QL063,grehil,grehil,-17.96665,145.96806,,,Proteaceae,mid,2,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.02374,3.67408,0.07236,0.06316,0.06066,3.45416,1.82942,3.45416,1.82942,,0,0,0,0,0,1,0.0,0.011168188,,,,,,,,,,,,,,,,0.470371957,NA
26,26-04,QL064,grehil,grehil,-17.96665,145.96806,,,Proteaceae,old,2,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01284,3.81636,0.06788,0.07472,0.09004,3.57088,1.94584,3.57088,1.94584,,0,0,0,0,0,1,0.0,0.465309727,,,,,,,,,,,,,,,,0.4550811,NA
,,QL065,grehil,grehil,-17.96665,145.96806,,,Proteaceae,sen,2,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01472,1.01066,0.08048,0.07068,0.06204,0.78274,0.5005,0.78274,0.5005,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.360579503,NA
27,27-46,QL066,grehil,grehil,-17.96665,145.96806,,,Proteaceae,new,3,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01666,1.20020,0.08536,0.08064,0.07896,0.93858,0.50714,0.93858,0.50714,,0,0,0,0,0,1,0.0,0.669822242,,,,,,,,,,,,,,,,0.459673123,NA
28,28-45,QL067,grehil,grehil,-17.96665,145.96806,,,Proteaceae,mid,3,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01222,0.90222,0.06992,0.07632,0.08402,0.65974,0.3493,0.65974,0.3493,,0,0,0,0,0,1,0.0,0.769574751,,,,,,,,,,,,,,,,0.470549004,NA
29,29-47,QL068,grehil,grehil,-17.96665,145.96806,,,Proteaceae,old,3,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.00926,0.86012,0.07882,0.07520,0.07798,0.61886,0.34672,0.61886,0.34672,,0,0,0,0,0,1,0.0,0.878342011,,,,,,,,,,,,,,,,0.439744046,NA
,,QL069,grehil,grehil,-17.96665,145.96806,,,Proteaceae,sen,3,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.00836,0.77280,0.06222,0.08784,0.10386,0.51052,0.2629,0.51052,0.2629,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.485034866,NA
19,19-42,QL070,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,new,1,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.02266,3.61190,0.06196,0.07476,0.10094,3.35158,1.13226,3.35158,1.13226,92.511,25.61283535,1.586971278,1.914815571,2.5853596,85.8434667,1,7.9,0.666055672,,,,,,,,,,,,,,,,0.662171274,0.013189821
17,17-34,QL071,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,mid,1,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.02138,3.57514,0.08796,0.09024,0.06208,3.31348,1.14368,3.31348,1.14368,90.653,25.35648954,2.23035682,2.288169616,1.57413087,84.01822095,1,11.2,0.325774437,,,,,,,,,,,,,,,,0.654840228,0.013612285
16,16-17,QL072,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,old,1,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01086,2.21784,0.07350,0.06080,0.05498,2.01770,0.73586,2.0177,0.73586,58.065,26.18087869,1.924294584,1.591797425,1.439424711,52.82515894,1,9.6,0.065618952,,,,,,,,,,,,,,,,0.635297616,0.013930105
,,QL073,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,sen,1,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.00874,1.43936,0.08286,0.08884,0.09104,1.16788,0.38734,1.16788,0.38734,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.668339213,NA
18,18-16,QL074,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,new,2,Mt_Makay_QLD,QLD_Mt_Mackay,150808,-0.04798,3.55404,0.11138,0.11032,0.12282,3.25750,1.21804,3.2575,1.21804,94.283,26.52840148,2.954733357,2.926613251,3.25821827,86.41626782,1,14.8,0.431998307,,,,,,,,,,,,,,,,0.626081351,0.014095031
21,21-27,QL075,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,mid,2,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01568,3.77652,0.07086,0.06880,0.08540,3.53578,1.26242,3.53578,1.26242,102.21,27.06459915,1.917797496,1.862044422,2.311316768,95.6944684,1,9.6,0.965657039,,,,,,,,,,,,,,,,0.642958555,0.013192194
16,16-30,QL076,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,old,2,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01030,2.04058,0.08156,0.07970,0.06856,1.80046,0.59876,1.80046,0.59876,55.58,27.23735409,2.221478599,2.170817121,1.867392996,49.03976654,1,11.1,0.110600405,,,,,,,,,,,,,,,,0.667440543,0.012209683
,,QL077,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,sen,2,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01628,2.92838,0.09080,0.07464,0.09156,2.65510,1.1694,2.6551,1.1694,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.559564612,NA
18,18-02,QL078,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,new,3,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.00890,2.85900,0.06592,0.06656,0.08154,2.63608,0.83392,2.63608,0.83392,83.116,29.07170339,1.916406688,1.935012578,2.370506695,76.63533588,1,9.6,0.36927163,,,,,,,,,,,,,,,,0.683651483,0.010881664
19,19-21,QL079,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,mid,3,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01374,4.46778,0.09648,0.08004,0.09252,4.18500,1.47716,4.185,1.47716,117.293,26.25308319,2.532897466,2.101296778,2.428935256,109.8691531,1,12.7,0.575385306,,,,,,,,,,,,,,,,0.647034648,0.01344472
20,20-38,QL080,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,old,3,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01118,3.09358,0.08486,0.08856,0.06602,2.84296,0.8475,2.84296,0.8475,77.262,24.97494812,2.119374097,2.211781405,1.648846075,71.0027785,1,10.6,0.843290695,,,,,,,,,,,,,,,,0.701895208,0.011936153
,,QL081,acaman,acaman,-17.96665,145.96806,,,Mimosaceae,sen,3,Mt_Makay_QLD,QLD_Mt_Mackay,150808,0.01122,2.16654,0.06824,0.05718,0.05408,1.97582,1.00866,1.97582,1.00866,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.489498031,NA
23,23-35,QL082,grepte,grepte,-18.43758,146.13636,,,Proteaceae,new,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00268,0.34134,0.07572,0.06816,0.09410,0.10068,0.0536,0.10068,0.0536,,0,0,0,0,0,1,0.0,0.217304547,Might also be a problem but probably ok (see note for QL087),,,,,,,,,,,,,,,0.467620183,NA
24,24-25,QL083,grepte,grepte,-18.43758,146.13636,,,Proteaceae,mid,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.03122,0.66284,0.08106,0.06474,0.05470,0.43112,0.24164,0.43112,0.24164,,0,0,0,0,0,1,0.0,0.302500585,,,,,,,,,,,,,,,,0.439506402,NA
27,27-15,QL084,grepte,grepte,-18.43758,146.13636,,,Proteaceae,old,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00798,0.50664,0.08984,0.07872,0.08304,0.24706,0.12646,0.24706,0.12646,,0,0,0,0,0,1,0.0,0.584330035,,,,,,,,,,,,,,,,0.488140533,NA
21,21-40,QL085,grepte,grepte,-18.43758,146.13636,,,Proteaceae,sen,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,-0.00016,0.29800,0.07178,0.07148,0.05506,0.09984,0.09232,0.09984,0.09232,11.719,39.32550336,2.822784631,2.81098698,2.165262215,3.926258255,1,14.1,,,,,,,,,,,,,,,,,0.075320513,0.023513481
,,QL085,grepte,grepte,-18.43758,146.13636,,,Proteaceae,sen,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,-0.00016,0.29800,0.07178,0.07148,0.05506,0.09984,0.09232,0.09984,0.09232,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.075320513,NA
26,26-11,QL086,grepte,grepte,-18.43758,146.13636,,,Proteaceae,new,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00772,0.41696,0.07904,0.08902,0.09702,0.14416,0.06978,0.14416,0.06978,,0,0,0,0,0,1,0.0,0.479006363,,,,,,,,,,,,,,,,0.515954495,NA
22,22-12,QL087,grepte,grepte,-18.43758,146.13636,,,Proteaceae,mid,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00312,0.29430,0.10076,0.06720,0.08078,0.04244,0.02298,0.04244,0.02298,,0,0,0,0,0,1,0.0,0.025221543,Not sure which leaf scan is correct - check area vs FW of both and compare to similar samples,,,,,,,,,,,,,,,0.458529689,NA
29,29-17,QL088,grepte,grepte,-18.43758,146.13636,,,Proteaceae,old,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01420,0.57596,0.08158,0.08512,0.10482,0.29024,0.13982,0.29024,0.13982,,0,0,0,0,0,1,0.0,0.82090367,,,,,,,,,,,,,,,,0.51826075,NA
21,21-41,QL089,grepte,grepte,-18.43758,146.13636,,,Proteaceae,sen,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00040,0.21368,0.07558,0.05052,0.05442,0.03276,0.02062,0.03276,0.02062,6.643,31.08854362,2.349672127,1.570593224,1.691838544,1.018460689,1,11.7,,,,,,,,,,,,,,,,,0.370573871,0.02024624
,,QL089,grepte,grepte,-18.43758,146.13636,,,Proteaceae,sen,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00040,0.21368,0.07558,0.05052,0.05442,0.03276,0.02062,0.03276,0.02062,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.370573871,NA
26,26-15,QL090,grepte,grepte,-18.43758,146.13636,,,Proteaceae,new,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00430,0.41390,0.07160,0.06742,0.08720,0.18338,0.09448,0.18338,0.09448,,0,0,0,0,0,1,0.0,0.483057156,,,,,,,,,,,,,,,,0.484785691,NA
26,26-19,QL091,grepte,grepte,-18.43758,146.13636,,,Proteaceae,mid,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00584,0.56776,0.08480,0.08760,0.09668,0.29284,0.15906,0.29284,0.15906,,0,0,0,0,0,1,0.0,0.492816022,,,,,,,,,,,,,,,,0.456836498,NA
27,27-12,QL092,grepte,grepte,-18.43758,146.13636,,,Proteaceae,old,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00420,0.39132,0.08622,0.08004,0.07952,0.14134,0.07268,0.14134,0.07268,,0,0,0,0,0,1,0.0,0.578097775,,,,,,,,,,,,,,,,0.485778973,NA
21,21-42,QL093,grepte,grepte,-18.43758,146.13636,,,Proteaceae,sen,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00138,0.22018,0.05394,0.05388,0.06178,0.04920,0.02784,0.0492,0.02784,7.034,31.94658915,1.723199019,1.721282224,1.973660278,1.571772186,1,8.6,,,,,,,,,,,,,,,,,0.434146341,0.017712491
,,QL093,grepte,grepte,-18.43758,146.13636,,,Proteaceae,sen,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00138,0.22018,0.05394,0.05388,0.06178,0.04920,0.02784,0.0492,0.02784,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.434146341,NA
25,25-42,QL094,grepar,grepar,-18.43758,146.13636,,,Proteaceae,new,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01054,0.75626,0.06788,0.06356,0.08176,0.53252,0.25198,0.53252,0.25198,,0,0,0,0,0,1,0.0,0.43557462,,,,,,,,,,,,,,,,0.526815894,NA
30,30-04,QL095,grepar,grepar,-18.43758,146.13636,,,Proteaceae,mid,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01194,1.29772,0.08342,0.08004,0.08232,1.04000,0.5252,1.04,0.5252,,0,0,0,0,0,1,0.0,0.888176736,,,,,,,,,,,,,,,,0.495,NA
23,23-09,QL096,grepar,grepar,-18.43758,146.13636,,,Proteaceae,old,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01626,1.08214,0.08330,0.07554,0.07272,0.83432,0.44096,0.83432,0.44096,,0,0,0,0,0,1,0.0,0.165811313,,,,,,,,,,,,,,,,0.471473775,NA
,,QL097,grepar,grepar,-18.43758,146.13636,,,Proteaceae,sen,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,-0.00076,0.24138,0.07518,0.05834,0.06286,0.04576,0.04234,0.04576,0.04234,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.074737762,NA
27,27-29,QL098,grepar,grepar,-18.43758,146.13636,,,Proteaceae,new,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00564,0.71092,0.09198,0.06412,0.06588,0.48330,0.23254,0.4833,0.23254,,0,0,0,0,0,1,0.0,0.614159048,,,,,,,,,,,,,,,,0.518849576,NA
30,30-39,QL099,grepar,grepar,-18.43758,146.13636,,,Proteaceae,mid,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00756,0.73732,0.06744,0.06968,0.09118,0.50146,0.25788,0.50146,0.25788,,0,0,0,0,0,1,0.0,0.975927745,Double check QL099.tif file to make sure scan is correct for this sample,,,,,,,,,,,,,,,0.485741634,NA
24,24-03,QL100,grepar,grepar,-18.43758,146.13636,,,Proteaceae,old,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00590,0.65778,0.10004,0.07418,0.09686,0.38080,0.21178,0.3808,0.21178,,0,0,0,0,0,1,0.0,0.247061796,"Missing scan, prob. file QL099_001.tif. Check area/fw and compare to similar samples",,,,,,,,,,,,,,,0.443855042,NA
,,QL101,grepar,grepar,-18.43758,146.13636,,,Proteaceae,sen,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00000,0.34974,0.06648,0.05222,0.05058,0.18046,0.16786,0.18046,0.16786,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.069821567,NA
30,30-19,QL102,grepar,grepar,-18.43758,146.13636,,,Proteaceae,new,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00726,0.61606,0.07618,0.07576,0.07948,0.37738,0.17856,0.37738,0.17856,,0,0,0,0,0,1,0.0,0.90790217,,,,,,,,,,,,,,,,0.52684297,NA
25,25-34,QL103,grepar,grepar,-18.43758,146.13636,,,Proteaceae,mid,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00670,0.86018,0.07786,0.10012,0.09746,0.57804,0.32278,0.57804,0.32278,,0,0,0,0,0,1,0.0,0.415350667,,,,,,,,,,,,,,,,0.441595737,NA
28,28-32,QL104,grepar,grepar,-18.43758,146.13636,,,Proteaceae,old,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00410,0.92034,0.07690,0.07614,0.07170,0.69150,0.39654,0.6915,0.39654,,0,0,0,0,0,1,0.0,0.748591802,,,,,,,,,,,,,,,,0.426550976,NA
,,QL105,grepar,grepar,-18.43758,146.13636,,,Proteaceae,sen,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,-0.00060,0.65790,0.07740,0.06882,0.05690,0.45538,0.41924,0.45538,0.41924,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,0.079362291,NA
10,10-34,QL106,corint,corint,-18.43758,146.13636,,,Myrtaceae,new,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01028,0.76698,0.06912,0.06078,0.05716,0.56964,0.21202,0.56964,0.21202,23.792,31.02036559,2.14412767,1.885417821,1.773124097,17.67044105,1,10.7,0.523497573,,,3.5,5.882421576,750,2645.19716,38.26963484,,1.233693869,,50,1,14.2,17/05/2016,5,0.627800014,0.011998569
9,9-34,QL107,corint,corint,-18.43758,146.13636,,,Myrtaceae,mid,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01114,0.61092,0.06462,0.07984,0.06654,0.38878,0.20424,0.38878,0.20424,18.91,30.95331631,2.0002033,2.471312774,2.059633667,12.03403031,1,10.0,0.394222112,,,2.3,7.39882747,750,1753.15373,27.13020318,,0.87648777,,50,1,21.4,23/05/2016,11,0.474664335,0.01697187
12,12-48,QL108,corint,corint,-18.43758,146.13636,,,Myrtaceae,old,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00850,0.72372,0.07308,0.07228,0.05846,0.51140,0.24318,0.5114,0.24318,22.018,30.42336815,2.223339745,2.19900105,1.778550102,15.55851047,1,11.1,0.865051298,,,2.7,4.153353666,750,2012.511717,27.53847451,,0.905175074,,50,1,18.6,20/05/2016,8,0.524481815,0.015630031
21,21-35,QL109,corint,corint,-18.43758,146.13636,,,Myrtaceae,sen,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01114,0.72174,0.06020,0.07752,0.06352,0.50936,0.2461,0.50936,0.2461,22.232,30.80333638,1.85436085,2.387874636,1.956627927,15.68998742,1,9.3,0.768079471,,,,,,,,,,,,,,,,0.516844668,0.015685162
12,12-22,QL110,corint,corint,-18.43758,146.13636,,,Myrtaceae,new,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01310,2.18006,0.05722,0.06468,0.05246,1.99260,1.07418,1.9926,1.07418,60.781,27.88042531,1.595317936,1.803305909,1.462607112,55.55453547,1,8.0,0.782935136,,,3.7,5.574133641,750,2812.206923,49.14727234,,1.762787755,,50,1,13.3,17/05/2016,5,0.460915387,0.019335595
8,DP071,QL111,corint,corint,-18.43758,146.13636,,,Myrtaceae,mid,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01528,1.72878,0.09056,0.07468,0.07442,1.47384,0.74234,1.47384,0.74234,54.216,31.36084406,2.840038038,2.342027835,2.333874015,46.22086641,1,14.2,0.247099951,,,5.4,4.636936959,750,4047.383225,44.69283596,,1.425115851,,50,1,9.3,16/05/2016,1,0.496322532,0.016060711
12,12-45,QL112,corint,corint,-18.43758,146.13636,,,Myrtaceae,old,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00816,1.09478,0.08178,0.09164,0.09232,0.82088,0.36884,0.82088,0.36884,31.585,28.85054532,2.359397596,2.643863973,2.663482343,23.68283564,1,11.8,0.857473532,,,3.4,6.617224659,750,2523.217439,30.85372266,,1.069432911,,50,1,14.9,20/05/2016,8,0.550677322,0.015574149
21,21-34,QL113,corint,corint,-18.43758,146.13636,,,Myrtaceae,sen,2,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00968,1.42378,0.06842,0.06502,0.05328,1.22738,0.6183,1.22738,0.6183,39.895,28.02048069,1.917161289,1.821891655,1.492931211,34.39177759,1,9.6,0.000499165,,,,,,,,,,,,,,,,0.496244032,0.017978134
12,12-32,QL114,corint,corint,-18.43758,146.13636,,,Myrtaceae,new,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00642,1.00104,0.06252,0.05456,0.08960,0.78794,0.28506,0.78794,0.28506,34.133,34.09753856,2.131778111,1.860361704,3.055139455,26.86681453,1,10.7,0.81921254,,,3.6,5.778571472,750,2728.233546,43.63777266,,1.279792457,,50,1,13.7,20/05/2016,9,0.638221184,0.010610115
9,9-48,QL115,corint,corint,-18.43758,146.13636,,,Myrtaceae,mid,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.01046,1.00904,0.08034,0.06850,0.05848,0.79126,0.31378,0.79126,0.31378,25.96,25.72742409,2.066941251,1.76232855,1.504539761,20.35708158,1,10.3,0.417142259,,,5.2,2.289150619,750,3871.417079,48.18791485,,1.873017473,,50,1,9.7,23/05/2016,10,0.603442611,0.015413801
7,DP015,QL116,corint,corint,-18.43758,146.13636,,,Myrtaceae,old,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00504,0.54036,0.08042,0.05390,0.07524,0.32576,0.15114,0.32576,0.15114,15.983,29.5784292,2.378697276,1.594277334,2.225481013,9.635469095,1,11.9,0.04739554,,,2.9,6.140543852,750,2147.353547,26.70173523,,0.902743518,,50,1,17.5,16/05/2016,3,0.536038802,0.015685796
21,21-36,QL117,corint,corint,-18.43758,146.13636,,,Myrtaceae,sen,3,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00520,0.63652,0.06230,0.05462,0.06512,0.44928,0.19244,0.44928,0.19244,18.758,29.46961604,1.835957079,1.609630428,1.919061396,13.24010909,1,9.2,0.980223484,,,,,,,,,,,,,,,,0.571670228,0.014534623
17,17-09,QL118,acafla,acafla,-18.43758,146.13636,,,Mimosaceae,new,1,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.00456,1.24382,0.07730,0.08290,0.08020,0.99886,0.3832,0.99886,0.3832,33.901,27.25555145,2.106854127,2.259485215,2.185895226,27.22448012,1,10.5,0.217530728,,,,,,,,,,,,,,,,0.616362653,0.014075567
